ID;SITC;Countries;Periods;ImportValue_1;ExportValue_2;BalanceOfTrade_3;ChangeInImportValue_4;ChangeInExportValue_5
12600;T001082;L008610;2015JJ00;1;41;40;;
12741;T001082;L008611;2015JJ00;36;91;55;;
12882;T001082;L008592;2015JJ00;65658;98509;32851;;
13023;T001082;L008612;2015JJ00;621;800;179;;
13164;T001082;L008613;2015JJ00;2;462;460;;
13305;T001082;L008615;2015JJ00;445;2032;1587;;
13446;T001082;L008616;2015JJ00;1;6;4;;
13587;T001082;L008614;2015JJ00;2;3;1;;
13728;T001082;L008618;2015JJ00;0;4;4;;
13869;T001082;L008619;2015JJ00;264;67;-197;;
14010;T001082;L008621;2015JJ00;5;304;299;;
14151;T001082;L008622;2015JJ00;1;8;8;;
14292;T001082;L008623;2015JJ00;35;27;-8;;
14433;T001082;L008624;2015JJ00;1;32;31;;
14574;T001082;L008625;2015JJ00;;;;;
14715;T001082;L008626;2015JJ00;122;36;-86;;
14856;T001082;L008628;2015JJ00;3787;2243;-1544;;
14997;T001082;L008627;2015JJ00;2043;3015;972;;
15138;T001082;L008630;2015JJ00;1121;447;-674;;
15279;T001082;L008631;2015JJ00;2974;1919;-1056;;
15420;T001082;L008632;2015JJ00;2502;711;-1792;;
15561;T001082;L008634;2015JJ00;31;456;425;;
15702;T001082;L008633;2015JJ00;1521;289;-1233;;
15843;T001082;L008629;2015JJ00;5088;3424;-1665;;
15984;T001082;L008635;2015JJ00;1801;1413;-388;;
16125;T001082;L008636;2015JJ00;8896;17372;8476;;
16266;T001082;L008637;2015JJ00;1128;220;-908;;
16407;T001082;L008638;2015JJ00;18;26;8;;
16548;T001082;L008639;2015JJ00;7126;3457;-3670;;
16689;T001082;L008643;2015JJ00;47;339;292;;
16830;T001082;L008648;2015JJ00;191;372;181;;
16971;T001082;L008649;2015JJ00;403;283;-120;;
17112;T001082;L008651;2015JJ00;0;;;;
17253;T001082;L008653;2015JJ00;9;23;14;;
17394;T001082;L008652;2015JJ00;1886;624;-1262;;
17535;T001082;L008650;2015JJ00;1;25;24;;
17676;T001082;L008655;2015JJ00;13;2;-11;;
17817;T001082;L008657;2015JJ00;367;465;98;;
17958;T001082;L008658;2015JJ00;45;308;263;;
18099;T001082;L008656;2015JJ00;0;1;1;;
18240;T001082;L008659;2015JJ00;29;42;13;;
18381;T001082;L008660;2015JJ00;545;195;-350;;
18522;T001082;L008661;2015JJ00;12;20;8;;
18663;T001082;L008662;2015JJ00;965;741;-225;;
18804;T001082;L008663;2015JJ00;783;1044;262;;
18945;T001082;L008664;2015JJ00;6;28;22;;
19086;T001082;L008665;2015JJ00;50;73;23;;
19227;T001082;L008666;2015JJ00;84;20;-63;;
19368;T001082;L008667;2015JJ00;11;7;-5;;
19509;T001082;L008669;2015JJ00;6673;1115;-5558;;
19650;T001082;L008668;2015JJ00;4;11;8;;
19791;T001082;L008670;2015JJ00;9;76;67;;
19932;T001082;L008671;2015JJ00;46;312;266;;
20073;T001082;L008675;2015JJ00;0;0;0;;
20214;T001082;L008677;2015JJ00;2;101;99;;
20355;T001082;L008678;2015JJ00;61;41;-21;;
20496;T001082;L008818;2015JJ00;;7;7;;
20637;T001082;L008680;2015JJ00;1419;2347;928;;
20778;T001082;L008681;2015JJ00;0;0;0;;
20919;T001082;L008682;2015JJ00;25;58;33;;
21060;T001082;L008684;2015JJ00;1;11;11;;
21201;T001082;L008685;2015JJ00;1;34;32;;
21342;T001082;L008686;2015JJ00;0;0;0;;
21483;T001082;L008673;2015JJ00;420;849;429;;
21624;T001082;L008687;2015JJ00;83;34;-49;;
21765;T001082;L008688;2015JJ00;34;19;-16;;
21906;T001082;L008689;2015JJ00;89;26;-63;;
22047;T001082;L008690;2015JJ00;0;0;0;;
22188;T001082;L008694;2015JJ00;4;14;10;;
22329;T001082;L008696;2015JJ00;1;14;13;;
22470;T001082;L008697;2015JJ00;355;361;6;;
22611;T001082;L008695;2015JJ00;26;19;-6;;
22752;T001082;L008698;2015JJ00;0;30;30;;
22893;T001082;L008699;2015JJ00;3359;2937;-422;;
23034;T001082;L008700;2015JJ00;;0;0;;
23175;T001082;L008705;2015JJ00;;0;0;;
23316;T001082;L008703;2015JJ00;0;2;2;;
23457;T001082;L008702;2015JJ00;;0;0;;
23598;T001082;L008704;2015JJ00;11856;3758;-8098;;
23739;T001082;L008708;2015JJ00;149;344;196;;
23880;T001082;L008710;2015JJ00;375;374;-1;;
24021;T001082;L008711;2015JJ00;0;0;0;;
24162;T001082;L008712;2015JJ00;3;21;18;;
24303;T001082;L008713;2015JJ00;121;155;34;;
24444;T001082;L008714;2015JJ00;72;19;-53;;
24585;T001082;L008715;2015JJ00;35;68;34;;
24726;T001082;L008716;2015JJ00;570;260;-310;;
24867;T001082;L008603;2015JJ00;1079;434;-645;;
25008;T001082;L008717;2015JJ00;0;0;0;;
25149;T001082;L008718;2015JJ00;7166;9994;2828;;
25290;T001082;L008719;2015JJ00;1873;2379;507;;
25431;T001082;L008647;2015JJ00;563;417;-145;;
25572;T001082;L008723;2015JJ00;1466;2002;535;;
25713;T001082;L008724;2015JJ00;13941;4198;-9743;;
25854;T001082;L008726;2015JJ00;1;23;22;;
25995;T001082;L008792;2015JJ00;0;1;0;;
26136;T001082;L008741;2015JJ00;0;1;1;;
26277;T001082;L008727;2015JJ00;0;1;1;;
26418;T001082;L008742;2015JJ00;1;5;5;;
26559;T001082;L008728;2015JJ00;;1;1;;
26700;T001082;L008729;2015JJ00;0;1;1;;
26841;T001082;L008731;2015JJ00;;0;;;
26982;T001082;L008732;2015JJ00;2;26;24;;
27123;T001082;L008733;2015JJ00;0;2;2;;
27264;T001082;L008734;2015JJ00;1356;2515;1159;;
27405;T001082;L008735;2015JJ00;31;337;306;;
27546;T001082;L008736;2015JJ00;104;403;299;;
27687;T001082;L008738;2015JJ00;9;14;5;;
27828;T001082;L008739;2015JJ00;27;54;27;;
27969;T001082;L008740;2015JJ00;1973;3977;2004;;
28110;T001082;L008743;2015JJ00;0;43;43;;
28251;T001082;L008745;2015JJ00;1202;1366;164;;
28392;T001082;L008744;2015JJ00;390;674;284;;
28533;T001082;L008730;2015JJ00;6;1;-5;;
28674;T001082;L008747;2015JJ00;0;9;9;;
28815;T001082;L008787;2015JJ00;1165;2034;869;;
28956;T001082;L008788;2015JJ00;;;;;
29097;T001082;L008789;2015JJ00;2653;4152;1500;;
29238;T001082;L008786;2015JJ00;0;21;21;;
29379;T001082;L008749;2015JJ00;6815;12206;5391;;
29520;T001082;L008750;2015JJ00;126;114;-12;;
29661;T001082;L008746;2015JJ00;51;84;33;;
29802;T001082;L008751;2015JJ00;29;209;180;;
29943;T001082;L008752;2015JJ00;9;2;-7;;
30084;T001082;L008790;2015JJ00;6305;7754;1449;;
30225;T001082;L008791;2015JJ00;2234;5529;3295;;
30366;T001082;L008753;2015JJ00;5;39;34;;
30507;T001082;L008755;2015JJ00;2581;2748;166;;
30648;T001082;L008754;2015JJ00;1;9;8;;
30789;T001082;L008756;2015JJ00;60;120;60;;
30930;T001082;L008757;2015JJ00;2303;1067;-1236;;
31071;T001082;L008758;2015JJ00;1;2;1;;
31212;T001082;L008759;2015JJ00;25;1027;1002;;
31353;T001082;L008760;2015JJ00;;1;;;
31494;T001082;L008761;2015JJ00;0;0;0;;
31635;T001082;L008762;2015JJ00;168;73;-95;;
31776;T001082;L008765;2015JJ00;176;271;95;;
31917;T001082;L008766;2015JJ00;2525;5241;2716;;
32058;T001082;L008767;2015JJ00;2;65;63;;
32199;T001082;L008768;2015JJ00;0;1;1;;
32340;T001082;L008769;2015JJ00;;0;0;;
32481;T001082;L008770;2015JJ00;86;50;-36;;
32622;T001082;L008706;2015JJ00;835;631;-204;;
32763;T001082;L008777;2015JJ00;851;2829;1977;;
32904;T001082;L008776;2015JJ00;20564;36479;15915;;
33045;T001082;L008778;2015JJ00;30070;18026;-12043;;
33186;T001082;L008779;2015JJ00;0;0;0;;
33327;T001082;L008771;2015JJ00;475;87;-388;;
33468;T001082;L008707;2015JJ00;3;84;81;;
33609;T001082;L008772;2015JJ00;0;0;0;;
33750;T001082;L008773;2015JJ00;0;0;0;;
33891;T001082;L008774;2015JJ00;145;436;291;;
34032;T001082;L008780;2015JJ00;4233;799;-3434;;
34173;T001082;L008782;2015JJ00;0;1;1;;
34314;T001082;L008813;2015JJ00;;0;0;;
34455;T001082;L008640;2015JJ00;2;223;221;;
34596;T001082;L008784;2015JJ00;18;40;22;;
34737;T001082;L008785;2015JJ00;59;14;-45;;
34878;T001082;L008812;2015JJ00;403;303;-99;;
35019;T001082;L008822;2015JJ00;1687;1437;-250;;
35160;T001082;L008820;2015JJ00;3;8;5;;
35301;T001082;L008821;2015JJ00;0;0;0;;
35442;T001082;L008814;2015JJ00;13;135;122;;
35583;T001082;L008816;2015JJ00;0;1328;1328;;
35724;T001082;L008815;2015JJ00;;3216;3216;;
35865;T001082;L008679;2015JJ00;;;;;
36006;T001082;L008692;2015JJ00;;;;;
36147;A018524;T001047;2015JJ00;37996;56512;18516;;
36288;A018524;L007935;2015JJ00;24019;44110;20091;;
36429;A018524;L006998;2015JJ00;13977;12402;-1575;;
36570;A018524;L007933;2015JJ00;;;;;
36711;A018524;L008519;2015JJ00;;;;;
36852;A018524;L008520;2015JJ00;;;;;
36993;A018524;L008524;2015JJ00;;;;;
37134;A018524;L008531;2015JJ00;;;;;
37275;A018524;L008527;2015JJ00;;;;;
37416;A018524;L008533;2015JJ00;1;13;13;;
37557;A018524;L008534;2015JJ00;0;5;5;;
37698;A018524;L008535;2015JJ00;1;154;153;;
37839;A018524;L008536;2015JJ00;;;;;
37980;A018524;L008537;2015JJ00;0;;;;
38121;A018524;L008538;2015JJ00;0;3;3;;
38262;A018524;L008539;2015JJ00;;83;;;
38403;A018524;L008540;2015JJ00;;;;;
38544;A018524;L008532;2015JJ00;;;;;
38685;A018524;L008541;2015JJ00;0;2;2;;
38826;A018524;L008542;2015JJ00;686;25;-661;;
38967;A018524;L008543;2015JJ00;0;4;4;;
39108;A018524;L008544;2015JJ00;0;26;26;;
39249;A018524;L008545;2015JJ00;86;288;202;;
39390;A018524;L008709;2015JJ00;295;660;365;;
39531;A018524;L008546;2015JJ00;0;14;14;;
39672;A018524;L008547;2015JJ00;0;1;1;;
39813;A018524;L008548;2015JJ00;0;30;30;;
39954;A018524;L008549;2015JJ00;48;33;-15;;
40095;A018524;L008550;2015JJ00;0;5;5;;
40236;A018524;L008783;2015JJ00;1;39;38;;
40377;A018524;L008552;2015JJ00;5642;6285;644;;
40518;A018524;L008553;2015JJ00;6;4;-2;;
40659;A018524;L008554;2015JJ00;2;55;52;;
40800;A018524;L008555;2015JJ00;0;0;0;;
40941;A018524;L006997;2015JJ00;0;0;0;;
41082;A018524;L008557;2015JJ00;17;3;-14;;
41223;A018524;L008794;2015JJ00;0;9;9;;
41364;A018524;L008559;2015JJ00;1;50;49;;
41505;A018524;L008560;2015JJ00;1;0;-1;;
41646;A018524;L008561;2015JJ00;0;;0;;
41787;A018524;L008562;2015JJ00;2391;150;-2241;;
41928;A018524;L008564;2015JJ00;0;;0;;
42069;A018524;L008565;2015JJ00;0;;;;
42210;A018524;L008566;2015JJ00;0;1;1;;
42351;A018524;L008567;2015JJ00;38;131;93;;
42492;A018524;L008568;2015JJ00;4;13;9;;
42633;A018524;L008569;2015JJ00;0;0;0;;
42774;A018524;L008570;2015JJ00;21;5;-16;;
42915;A018524;L008645;2015JJ00;306;35;-271;;
43056;A018524;L008571;2015JJ00;96;95;-1;;
43197;A018524;L008644;2015JJ00;0;13;13;;
43338;A018524;L008572;2015JJ00;0;0;0;;
43479;A018524;L008573;2015JJ00;;4;4;;
43620;A018524;L008817;2015JJ00;;23;23;;
43761;A018524;L008763;2015JJ00;;10;10;;
43902;A018524;L008574;2015JJ00;393;72;-321;;
44043;A018524;L008575;2015JJ00;554;1163;609;;
44184;A018524;L008577;2015JJ00;;;;;
44325;A018524;L008578;2015JJ00;;;;;
44466;A018524;L008579;2015JJ00;80;21;-59;;
44607;A018524;L008580;2015JJ00;2;2;0;;
44748;A018524;L008581;2015JJ00;;18;;;
44889;A018524;L008582;2015JJ00;;28;;;
45030;A018524;L008583;2015JJ00;;0;0;;
45171;A018524;L008584;2015JJ00;243;8;-235;;
45312;A018524;L008654;2015JJ00;4;132;128;;
45453;A018524;L008585;2015JJ00;3;36;33;;
45594;A018524;L008586;2015JJ00;0;41;41;;
45735;A018524;L008587;2015JJ00;6;82;76;;
45876;A018524;L008764;2015JJ00;106;537;431;;
46017;A018524;L008588;2015JJ00;516;1115;599;;
46158;A018524;L008589;2015JJ00;1;6;5;;
46299;A018524;L008590;2015JJ00;0;2;2;;
46440;A018524;L008591;2015JJ00;58;31;-26;;
46581;A018524;L008593;2015JJ00;185;7;-178;;
46722;A018524;L008594;2015JJ00;121;261;140;;
46863;A018524;L008595;2015JJ00;11;12;1;;
47004;A018524;L008596;2015JJ00;0;17;17;;
47145;A018524;L008597;2015JJ00;0;1;1;;
47286;A018524;L008598;2015JJ00;25;73;48;;
47427;A018524;L008599;2015JJ00;8;10;2;;
47568;A018524;L008601;2015JJ00;0;0;0;;
47709;A018524;L008600;2015JJ00;26;1;-25;;
47850;A018524;L008602;2015JJ00;3;1;-3;;
47991;A018524;L008604;2015JJ00;84;460;375;;
48132;A018524;L008605;2015JJ00;2583;4440;1857;;
48273;A018524;L008608;2015JJ00;0;2;2;;
48414;A018524;L008607;2015JJ00;;0;0;;
48555;A018524;L008609;2015JJ00;0;38;38;;
48696;A018524;L008610;2015JJ00;1;18;16;;
48837;A018524;L008611;2015JJ00;3;16;13;;
48978;A018524;L008592;2015JJ00;7699;14861;7162;;
49119;A018524;L008612;2015JJ00;555;84;-470;;
49260;A018524;L008613;2015JJ00;;16;16;;
49401;A018524;L008615;2015JJ00;130;704;574;;
49542;A018524;L008616;2015JJ00;1;0;-1;;
49683;A018524;L008614;2015JJ00;2;2;0;;
49824;A018524;L008618;2015JJ00;;3;3;;
49965;A018524;L008619;2015JJ00;41;18;-23;;
50106;A018524;L008621;2015JJ00;4;29;25;;
50247;A018524;L008622;2015JJ00;0;7;6;;
50388;A018524;L008623;2015JJ00;7;7;0;;
50529;A018524;L008624;2015JJ00;0;21;20;;
50670;A018524;L008625;2015JJ00;;;;;
50811;A018524;L008626;2015JJ00;51;10;-41;;
50952;A018524;L008628;2015JJ00;20;1091;1071;;
51093;A018524;L008627;2015JJ00;141;322;181;;
51234;A018524;L008630;2015JJ00;50;64;13;;
51375;A018524;L008631;2015JJ00;321;48;-274;;
51516;A018524;L008632;2015JJ00;291;91;-199;;
51657;A018524;L008634;2015JJ00;19;60;42;;
51798;A018524;L008633;2015JJ00;0;62;62;;
51939;A018524;L008629;2015JJ00;648;810;162;;
52080;A018524;L008635;2015JJ00;147;146;0;;
52221;A018524;L008636;2015JJ00;1011;2206;1194;;
52362;A018524;L008637;2015JJ00;1080;86;-994;;
52503;A018524;L008638;2015JJ00;1;11;10;;
52644;A018524;L008639;2015JJ00;28;457;428;;
52785;A018524;L008643;2015JJ00;2;74;72;;
52926;A018524;L008648;2015JJ00;4;25;21;;
53067;A018524;L008649;2015JJ00;75;7;-68;;
53208;A018524;L008651;2015JJ00;;0;0;;
53349;A018524;L008653;2015JJ00;0;5;5;;
53490;A018524;L008652;2015JJ00;0;122;122;;
53631;A018524;L008650;2015JJ00;1;2;1;;
53772;A018524;L008655;2015JJ00;1;0;-1;;
53913;A018524;L008657;2015JJ00;48;108;60;;
54054;A018524;L008658;2015JJ00;3;89;85;;
54195;A018524;L008656;2015JJ00;;0;;;
54336;A018524;L008659;2015JJ00;26;14;-12;;
54477;A018524;L008660;2015JJ00;0;85;85;;
54618;A018524;L008661;2015JJ00;0;3;2;;
54759;A018524;L008662;2015JJ00;116;176;60;;
54900;A018524;L008663;2015JJ00;55;88;33;;
55041;A018524;L008664;2015JJ00;;10;10;;
55182;A018524;L008665;2015JJ00;1;8;7;;
55323;A018524;L008666;2015JJ00;12;1;-11;;
55464;A018524;L008667;2015JJ00;3;1;-3;;
55605;A018524;L008669;2015JJ00;33;168;134;;
55746;A018524;L008668;2015JJ00;4;5;1;;
55887;A018524;L008670;2015JJ00;8;30;22;;
56028;A018524;L008671;2015JJ00;4;69;66;;
56169;A018524;L008675;2015JJ00;;0;0;;
56310;A018524;L008677;2015JJ00;0;44;44;;
56451;A018524;L008678;2015JJ00;36;6;-30;;
56592;A018524;L008818;2015JJ00;;4;4;;
56733;A018524;L008680;2015JJ00;124;109;-15;;
56874;A018524;L008681;2015JJ00;0;0;0;;
57015;A018524;L008682;2015JJ00;6;8;1;;
57156;A018524;L008684;2015JJ00;0;5;5;;
57297;A018524;L008685;2015JJ00;0;16;16;;
57438;A018524;L008686;2015JJ00;;0;0;;
57579;A018524;L008673;2015JJ00;254;146;-108;;
57720;A018524;L008687;2015JJ00;12;2;-10;;
57861;A018524;L008688;2015JJ00;9;1;-8;;
58002;A018524;L008689;2015JJ00;48;3;-45;;
58143;A018524;L008690;2015JJ00;0;0;0;;
58284;A018524;L008694;2015JJ00;0;4;4;;
58425;A018524;L008696;2015JJ00;0;1;1;;
58566;A018524;L008697;2015JJ00;187;65;-122;;
58707;A018524;L008695;2015JJ00;11;4;-8;;
58848;A018524;L008698;2015JJ00;;11;11;;
58989;A018524;L008699;2015JJ00;372;324;-48;;
59130;A018524;L008700;2015JJ00;;;;;
59271;A018524;L008705;2015JJ00;;;;;
59412;A018524;L008703;2015JJ00;;0;0;;
59553;A018524;L008702;2015JJ00;;;;;
59694;A018524;L008704;2015JJ00;70;522;452;;
59835;A018524;L008708;2015JJ00;0;53;53;;
59976;A018524;L008710;2015JJ00;18;56;38;;
60117;A018524;L008711;2015JJ00;;0;0;;
60258;A018524;L008712;2015JJ00;0;9;9;;
60399;A018524;L008713;2015JJ00;41;22;-19;;
60540;A018524;L008714;2015JJ00;2;1;-1;;
60681;A018524;L008715;2015JJ00;8;3;-5;;
60822;A018524;L008716;2015JJ00;465;37;-428;;
60963;A018524;L008603;2015JJ00;59;151;92;;
61104;A018524;L008717;2015JJ00;;;;;
61245;A018524;L008718;2015JJ00;1065;1298;233;;
61386;A018524;L008719;2015JJ00;133;307;174;;
61527;A018524;L008647;2015JJ00;0;96;96;;
61668;A018524;L008723;2015JJ00;233;286;53;;
61809;A018524;L008724;2015JJ00;103;487;383;;
61950;A018524;L008726;2015JJ00;;2;;;
62091;A018524;L008792;2015JJ00;;0;0;;
62232;A018524;L008741;2015JJ00;0;;0;;
62373;A018524;L008727;2015JJ00;0;0;0;;
62514;A018524;L008742;2015JJ00;;2;2;;
62655;A018524;L008728;2015JJ00;;0;0;;
62796;A018524;L008729;2015JJ00;;1;1;;
62937;A018524;L008731;2015JJ00;;;;;
63078;A018524;L008732;2015JJ00;0;4;4;;
63219;A018524;L008733;2015JJ00;0;1;1;;
63360;A018524;L008734;2015JJ00;1;391;390;;
63501;A018524;L008735;2015JJ00;22;77;55;;
63642;A018524;L008736;2015JJ00;28;43;15;;
63783;A018524;L008738;2015JJ00;6;2;-4;;
63924;A018524;L008739;2015JJ00;14;17;3;;
64065;A018524;L008740;2015JJ00;46;197;151;;
64206;A018524;L008743;2015JJ00;0;6;6;;
64347;A018524;L008745;2015JJ00;34;113;79;;
64488;A018524;L008744;2015JJ00;31;76;45;;
64629;A018524;L008730;2015JJ00;0;0;0;;
64770;A018524;L008747;2015JJ00;;3;;;
64911;A018524;L008787;2015JJ00;590;201;-389;;
65052;A018524;L008788;2015JJ00;;;;;
65193;A018524;L008789;2015JJ00;22;249;227;;
65334;A018524;L008786;2015JJ00;;2;2;;
65475;A018524;L008749;2015JJ00;1549;1538;-11;;
65616;A018524;L008750;2015JJ00;33;14;-19;;
65757;A018524;L008746;2015JJ00;37;29;-8;;
65898;A018524;L008751;2015JJ00;21;38;17;;
66039;A018524;L008752;2015JJ00;8;0;-8;;
66180;A018524;L008790;2015JJ00;234;1309;1075;;
66321;A018524;L008791;2015JJ00;99;662;563;;
66462;A018524;L008753;2015JJ00;4;19;15;;
66603;A018524;L008755;2015JJ00;13;96;83;;
66744;A018524;L008754;2015JJ00;0;0;0;;
66885;A018524;L008756;2015JJ00;26;4;-22;;
67026;A018524;L008757;2015JJ00;455;172;-283;;
67167;A018524;L008758;2015JJ00;0;1;1;;
67308;A018524;L008759;2015JJ00;13;23;10;;
67449;A018524;L008760;2015JJ00;;;;;
67590;A018524;L008761;2015JJ00;0;0;0;;
67731;A018524;L008762;2015JJ00;1;17;15;;
67872;A018524;L008765;2015JJ00;6;19;13;;
68013;A018524;L008766;2015JJ00;465;254;-210;;
68154;A018524;L008767;2015JJ00;0;1;1;;
68295;A018524;L008768;2015JJ00;;;;;
68436;A018524;L008769;2015JJ00;;0;0;;
68577;A018524;L008770;2015JJ00;21;4;-17;;
68718;A018524;L008706;2015JJ00;426;91;-335;;
68859;A018524;L008777;2015JJ00;2;404;402;;
69000;A018524;L008776;2015JJ00;1562;5920;4358;;
69141;A018524;L008778;2015JJ00;1049;976;-73;;
69282;A018524;L008779;2015JJ00;;;;;
69423;A018524;L008771;2015JJ00;162;15;-147;;
69564;A018524;L008707;2015JJ00;1;17;16;;
69705;A018524;L008772;2015JJ00;0;0;0;;
69846;A018524;L008773;2015JJ00;;0;0;;
69987;A018524;L008774;2015JJ00;1;37;36;;
70128;A018524;L008780;2015JJ00;398;113;-285;;
70269;A018524;L008782;2015JJ00;;;;;
70410;A018524;L008813;2015JJ00;;;;;
70551;A018524;L008640;2015JJ00;1;28;27;;
70692;A018524;L008784;2015JJ00;2;3;1;;
70833;A018524;L008785;2015JJ00;24;1;-23;;
70974;A018524;L008812;2015JJ00;25;1;-23;;
71115;A018524;L008822;2015JJ00;0;1;1;;
71256;A018524;L008820;2015JJ00;0;0;0;;
71397;A018524;L008821;2015JJ00;;0;0;;
71538;A018524;L008814;2015JJ00;0;3;3;;
71679;A018524;L008816;2015JJ00;;0;0;;
71820;A018524;L008815;2015JJ00;;4;4;;
71961;A018524;L008679;2015JJ00;;;;;
72102;A018524;L008692;2015JJ00;;;;;
72243;A018525;T001047;2015JJ00;1093;1907;815;;
72384;A018525;L007935;2015JJ00;1077;1543;466;;
72525;A018525;L006998;2015JJ00;16;365;349;;
72666;A018525;L007933;2015JJ00;;;;;
72807;A018525;L008519;2015JJ00;;;;;
72948;A018525;L008520;2015JJ00;;;;;
73089;A018525;L008524;2015JJ00;;;;;
73230;A018525;L008531;2015JJ00;;;;;
73371;A018525;L008527;2015JJ00;;;;;
73512;A018525;L008533;2015JJ00;;0;0;;
73653;A018525;L008534;2015JJ00;;0;0;;
73794;A018525;L008535;2015JJ00;;1;1;;
73935;A018525;L008536;2015JJ00;;;;;
74076;A018525;L008537;2015JJ00;;;;;
74217;A018525;L008538;2015JJ00;;;;;
74358;A018525;L008539;2015JJ00;;1;1;;
74499;A018525;L008540;2015JJ00;;0;0;;
