ID;SITC;Countries;Periods;ImportValue_1;ExportValue_2;BalanceOfTrade_3;ChangeInImportValue_4;ChangeInExportValue_5
10947;T001082;L008596;2018JJ00;174;35;-139;     9.8;    -1.6
11088;T001082;L008597;2018JJ00;0;4;4;   -26.2;    61.4
11229;T001082;L008598;2018JJ00;292;914;623;    -4.2;     1.9
11370;T001082;L008599;2018JJ00;138;230;92;   -40.5;    41.1
11511;T001082;L008601;2018JJ00;0;1;1;   -87.4;   -87.3
11652;T001082;L008600;2018JJ00;23;40;17;   -20.5;    80.8
11793;T001082;L008602;2018JJ00;2;12;10;   -78.4;    86.1
11934;T001082;L008604;2018JJ00;4247;4699;452;     4.5;     5.0
12075;T001082;L008605;2018JJ00;16542;39052;22510;     3.9;     3.6
12216;T001082;L008608;2018JJ00;0;15;15;   105.6;   -11.8
12357;T001082;L008607;2018JJ00;0;2;2;;    65.7
12498;T001082;L008609;2018JJ00;155;87;-67;    32.9;    13.3
12639;T001082;L008610;2018JJ00;3;40;37;    43.2;   -23.6
12780;T001082;L008611;2018JJ00;41;110;69;    -9.8;    -3.2
12921;T001082;L008592;2018JJ00;77615;112983;35369;     4.4;     5.7
13062;T001082;L008612;2018JJ00;971;687;-284;    17.0;     3.0
13203;T001082;L008613;2018JJ00;32;876;844;   -10.1;     6.5
13344;T001082;L008615;2018JJ00;542;2288;1747;    -3.2;     1.5
13485;T001082;L008616;2018JJ00;2;8;7;    35.3;    12.6
13626;T001082;L008614;2018JJ00;2;6;4;    11.8;     8.7
13767;T001082;L008618;2018JJ00;0;2;2;   -72.8;   -60.0
13908;T001082;L008619;2018JJ00;329;77;-252;    -7.0;    16.7
14049;T001082;L008621;2018JJ00;9;281;273;   212.4;   -31.4
14190;T001082;L008622;2018JJ00;1;16;15;  1273.7;   -26.3
14331;T001082;L008623;2018JJ00;43;36;-7;     6.4;    22.1
14472;T001082;L008624;2018JJ00;2;51;49;    22.4;    28.8
14613;T001082;L008625;2018JJ00;0;0;0;  4781.1;   -51.5
14754;T001082;L008626;2018JJ00;242;42;-199;    -4.9;     7.8
14895;T001082;L008628;2018JJ00;5942;2186;-3756;     9.1;     3.8
15036;T001082;L008627;2018JJ00;2500;3996;1496;     9.3;    15.7
15177;T001082;L008630;2018JJ00;1101;729;-372;    12.4;    13.6
15318;T001082;L008631;2018JJ00;3355;2147;-1208;     6.3;     3.2
15459;T001082;L008632;2018JJ00;2849;798;-2051;    -6.3;    -8.1
15600;T001082;L008634;2018JJ00;202;718;516;   -65.9;   -32.3
15741;T001082;L008633;2018JJ00;2253;569;-1684;   -17.5;    43.3
15882;T001082;L008629;2018JJ00;6937;4060;-2877;    23.2;     8.7
16023;T001082;L008635;2018JJ00;1639;2070;430;   -10.1;   -10.5
16164;T001082;L008636;2018JJ00;10767;20353;9586;     9.5;     7.2
16305;T001082;L008637;2018JJ00;1481;330;-1151;     4.3;    13.8
16446;T001082;L008638;2018JJ00;8;70;62;   -57.7;    48.7
16587;T001082;L008639;2018JJ00;7838;4417;-3421;     1.4;    18.9
16728;T001082;L008643;2018JJ00;48;354;307;    -8.1;   -26.7
16869;T001082;L008648;2018JJ00;196;411;215;   -12.1;    19.1
17010;T001082;L008649;2018JJ00;485;286;-199;     4.1;    -7.1
17151;T001082;L008651;2018JJ00;0;0;0;;    59.1
17292;T001082;L008653;2018JJ00;15;33;18;    14.0;    24.2
17433;T001082;L008652;2018JJ00;1359;593;-767;     8.6;    11.2
17574;T001082;L008650;2018JJ00;1;21;20;    -2.3;    -4.2
17715;T001082;L008655;2018JJ00;9;3;-5;    17.0;   -17.9
17856;T001082;L008657;2018JJ00;544;561;17;     0.2;    -4.4
17997;T001082;L008658;2018JJ00;59;387;328;   -13.3;     5.6
18138;T001082;L008656;2018JJ00;4;2;-2;    20.8;   197.7
18279;T001082;L008659;2018JJ00;17;52;35;   -46.2;    31.8
18420;T001082;L008660;2018JJ00;328;331;4;   -33.0;    73.1
18561;T001082;L008661;2018JJ00;5;31;26;   -11.3;    41.5
18702;T001082;L008662;2018JJ00;919;1144;225;     6.3;    10.9
18843;T001082;L008663;2018JJ00;1004;1223;219;    12.8;     8.0
18984;T001082;L008664;2018JJ00;13;147;135;   203.5;    94.8
19125;T001082;L008665;2018JJ00;79;111;32;    28.8;     4.2
19266;T001082;L008666;2018JJ00;58;51;-8;    -2.0;    28.3
19407;T001082;L008667;2018JJ00;15;21;6;    15.9;    -0.4
19548;T001082;L008669;2018JJ00;6788;1106;-5682;     1.5;   -21.0
19689;T001082;L008668;2018JJ00;2;16;13;   171.4;    11.6
19830;T001082;L008670;2018JJ00;7;130;123;     2.3;     2.6
19971;T001082;L008671;2018JJ00;96;425;329;   -23.2;    46.7
20112;T001082;L008675;2018JJ00;47;86;39;   -27.4;   -26.9
20253;T001082;L008677;2018JJ00;2;85;82;   -71.7;     4.7
20394;T001082;L008678;2018JJ00;65;50;-15;    12.0;    15.6
20535;T001082;L008818;2018JJ00;0;5;5;   -99.8;   -38.3
20676;T001082;L008680;2018JJ00;1841;2576;735;    20.1;    13.0
20817;T001082;L008681;2018JJ00;0;0;0;   -36.5;   -10.3
20958;T001082;L008682;2018JJ00;43;86;44;    44.9;    24.2
21099;T001082;L008684;2018JJ00;0;33;32;   -41.7;    67.5
21240;T001082;L008685;2018JJ00;8;55;47;   -28.5;    23.5
21381;T001082;L008686;2018JJ00;0;0;0;554416.7;   -36.4
21522;T001082;L008673;2018JJ00;492;1036;544;    27.0;     5.9
21663;T001082;L008687;2018JJ00;102;76;-25;   -38.5;    70.6
21804;T001082;L008688;2018JJ00;147;39;-108;    31.2;    27.6
21945;T001082;L008689;2018JJ00;54;28;-27;    28.1;    47.9
22086;T001082;L008690;2018JJ00;;0;0;  -100.0;
22227;T001082;L008694;2018JJ00;4;21;17;     4.5;   -15.2
22368;T001082;L008696;2018JJ00;4;17;13;   929.3;    20.6
22509;T001082;L008697;2018JJ00;419;549;130;     4.0;     7.6
22650;T001082;L008695;2018JJ00;47;23;-24;    49.2;     7.4
22791;T001082;L008698;2018JJ00;0;50;50;   -60.9;   141.9
22932;T001082;L008699;2018JJ00;2367;4205;1838;    22.3;    67.8
23073;T001082;L008700;2018JJ00;;;;;
23214;T001082;L008705;2018JJ00;;0;0;  -100.0;  -100.0
23355;T001082;L008703;2018JJ00;2;1;-1; 10820.4;    25.0
23496;T001082;L008702;2018JJ00;0;0;0; 56540.5;   -16.1
23637;T001082;L008704;2018JJ00;14099;4325;-9773;    36.1;    -1.8
23778;T001082;L008708;2018JJ00;240;469;228;   194.7;   -17.6
23919;T001082;L008710;2018JJ00;516;527;11;    13.9;   -51.9
24060;T001082;L008711;2018JJ00;0;0;0;   -68.3;    12.1
24201;T001082;L008712;2018JJ00;1;27;26;    49.6;    27.7
24342;T001082;L008713;2018JJ00;267;161;-107;    -5.0;     2.4
24483;T001082;L008714;2018JJ00;326;12;-314;     5.9;    29.9
24624;T001082;L008715;2018JJ00;63;61;-2;   177.6;    -2.5
24765;T001082;L008716;2018JJ00;789;288;-501;    19.2;   -17.4
24906;T001082;L008603;2018JJ00;1479;523;-955;     3.5;     6.3
25047;T001082;L008717;2018JJ00;;0;0;;   -96.4
25188;T001082;L008718;2018JJ00;8722;12970;4248;     7.2;     8.9
25329;T001082;L008719;2018JJ00;2118;3106;988;     5.1;     9.2
25470;T001082;L008647;2018JJ00;301;524;222;    26.8;     5.4
25611;T001082;L008723;2018JJ00;1669;2618;949;    19.9;     3.7
25752;T001082;L008724;2018JJ00;17246;5394;-11852;    13.1;     0.0
25893;T001082;L008726;2018JJ00;4;31;27;     5.3;    46.5
26034;T001082;L008792;2018JJ00;0;1;1;    26.0;   -14.2
26175;T001082;L008741;2018JJ00;1;0;-1;   348.3;   770.3
26316;T001082;L008727;2018JJ00;0;1;1;    21.3;    39.5
26457;T001082;L008742;2018JJ00;0;7;6;   -93.4;   -29.5
26598;T001082;L008728;2018JJ00;0;1;1;   448.4;   -42.5
26739;T001082;L008729;2018JJ00;0;2;1; 11458.4;   -32.9
26880;T001082;L008731;2018JJ00;0;2;2;   794.0;   230.0
27021;T001082;L008732;2018JJ00;3;12;9;   -22.8;   -26.4
27162;T001082;L008733;2018JJ00;1;2;2;   -35.6;    18.1
27303;T001082;L008734;2018JJ00;2149;3136;987;    68.7;    24.4
27444;T001082;L008735;2018JJ00;44;703;659;     3.9;    74.9
27585;T001082;L008736;2018JJ00;209;547;339;    44.1;    23.1
27726;T001082;L008738;2018JJ00;10;19;9;   -33.0;    15.6
27867;T001082;L008739;2018JJ00;22;40;18;   -67.1;   -21.9
28008;T001082;L008740;2018JJ00;3883;5272;1389;     6.2;    -1.6
28149;T001082;L008743;2018JJ00;1;64;63;   271.2;    25.7
28290;T001082;L008745;2018JJ00;1295;1593;297;     1.2;     7.6
28431;T001082;L008744;2018JJ00;541;952;411;    12.6;    16.8
28572;T001082;L008730;2018JJ00;10;1;-9;   -37.4;   -16.3
28713;T001082;L008747;2018JJ00;0;13;13;;    28.9
28854;T001082;L008787;2018JJ00;1449;1943;494;    11.4;     3.4
28995;T001082;L008788;2018JJ00;;0;0;;    32.4
29136;T001082;L008789;2018JJ00;3503;6041;2538;     4.4;     1.4
29277;T001082;L008786;2018JJ00;0;19;19;;    88.4
29418;T001082;L008749;2018JJ00;8747;14767;6020;    11.7;     7.3
29559;T001082;L008750;2018JJ00;211;113;-98;    29.4;    19.6
29700;T001082;L008746;2018JJ00;38;89;51;;    12.6
29841;T001082;L008751;2018JJ00;35;195;160;     2.3;    14.3
29982;T001082;L008752;2018JJ00;9;3;-7;    27.6;     8.9
30123;T001082;L008790;2018JJ00;6492;9912;3420;    -3.1;     3.0
30264;T001082;L008791;2018JJ00;2433;6086;3653;    -1.0;     4.5
30405;T001082;L008753;2018JJ00;6;61;55;    -4.7;     9.6
30546;T001082;L008755;2018JJ00;3418;4472;1054;    10.5;    30.1
30687;T001082;L008754;2018JJ00;0;7;7;    24.1;   -13.6
30828;T001082;L008756;2018JJ00;58;100;42;     7.0;    15.4
30969;T001082;L008757;2018JJ00;3282;1106;-2176;    13.6;     0.5
31110;T001082;L008758;2018JJ00;0;1;1;;   -76.7
31251;T001082;L008759;2018JJ00;16;1651;1635;   -14.1;    69.9
31392;T001082;L008760;2018JJ00;0;0;0;    83.5;   147.7
31533;T001082;L008761;2018JJ00;0;0;0;   -43.2;    35.1
31674;T001082;L008762;2018JJ00;264;85;-180;    55.3;    74.8
31815;T001082;L008765;2018JJ00;220;329;109;    26.6;    15.4
31956;T001082;L008766;2018JJ00;3465;5483;2018;    23.7;    -7.5
32097;T001082;L008767;2018JJ00;2;53;52;   -47.7;   -14.2
32238;T001082;L008768;2018JJ00;2;1;-1;  1198.6;     5.0
32379;T001082;L008769;2018JJ00;0;0;0;   -70.1;   276.7
32520;T001082;L008770;2018JJ00;77;69;-9;     1.4;    19.9
32661;T001082;L008706;2018JJ00;1337;974;-363;    -2.1;    12.5
32802;T001082;L008777;2018JJ00;1612;3217;1605;    65.6;    15.3
32943;T001082;L008776;2018JJ00;26256;40137;13880;    12.8;     2.3
33084;T001082;L008778;2018JJ00;33805;23060;-10745;     9.4;    16.6
33225;T001082;L008779;2018JJ00;1;0;-1;   972.4;   512.1
33366;T001082;L008771;2018JJ00;466;119;-348;    -6.9;    -3.4
33507;T001082;L008707;2018JJ00;1;168;167;   -62.7;    80.1
33648;T001082;L008772;2018JJ00;0;0;0;   -65.4;   -27.4
33789;T001082;L008773;2018JJ00;0;4;4;   -73.6;   150.2
33930;T001082;L008774;2018JJ00;310;69;-242;   116.1;     5.0
34071;T001082;L008780;2018JJ00;4991;1064;-3927;    -5.9;    24.8
34212;T001082;L008782;2018JJ00;0;1;1;;   -13.4
34353;T001082;L008813;2018JJ00;0;0;0;;   351.1
34494;T001082;L008640;2018JJ00;3;48;45;   -22.0;     2.8
34635;T001082;L008784;2018JJ00;26;48;22;    70.0;    -5.1
34776;T001082;L008785;2018JJ00;59;23;-37;    -1.1;    30.1
34917;T001082;L008812;2018JJ00;440;170;-270;     3.6;    22.3
35058;T001082;L008822;2018JJ00;3296;1234;-2063;    31.9;   -40.1
35199;T001082;L008820;2018JJ00;255;79;-176;   352.5;    90.4
35340;T001082;L008821;2018JJ00;;;;;
35481;T001082;L008814;2018JJ00;11;1676;1665;     2.6;    18.9
35622;T001082;L008816;2018JJ00;0;1540;1540;;    23.3
35763;T001082;L008815;2018JJ00;0;3738;3738;  1909.2;    39.0
35904;T001082;L008679;2018JJ00;;;;;
36045;T001082;L008692;2018JJ00;;;;;
36186;A018524;T001047;2018JJ00;42140;63439;21299;     3.0;     1.6
36327;A018524;L007935;2018JJ00;26193;49472;23280;     1.6;     1.2
36468;A018524;L006998;2018JJ00;15947;13967;-1980;     5.3;     2.8
36609;A018524;L007933;2018JJ00;27842;52065;24223;;
36750;A018524;L008519;2018JJ00;4243;2074;-2168;;
36891;A018524;L008520;2018JJ00;6329;2232;-4097;;
37032;A018524;L008524;2018JJ00;3360;6587;3227;;
37173;A018524;L008531;2018JJ00;366;468;102;;
37314;A018524;L008527;2018JJ00;1;13;12;;
37455;A018524;L008533;2018JJ00;;15;;;    42.2
37596;A018524;L008534;2018JJ00;0;14;13;    19.5;    40.3
37737;A018524;L008535;2018JJ00;1;152;151;   -63.5;   -32.3
37878;A018524;L008536;2018JJ00;;;;;
38019;A018524;L008537;2018JJ00;0;;;   -89.8;
38160;A018524;L008538;2018JJ00;0;2;2;;   -11.2
38301;A018524;L008539;2018JJ00;0;55;55;;   -17.6
38442;A018524;L008540;2018JJ00;;0;0;;    -6.7
38583;A018524;L008532;2018JJ00;;0;0;;   -17.5
38724;A018524;L008541;2018JJ00;0;3;3;;     6.0
38865;A018524;L008542;2018JJ00;471;27;-444;    -5.9;     4.2
39006;A018524;L008543;2018JJ00;0;6;6;   -19.2;    49.7
39147;A018524;L008544;2018JJ00;0;31;31;    51.7;     2.7
39288;A018524;L008545;2018JJ00;98;369;271;   -14.3;     0.6
39429;A018524;L008709;2018JJ00;263;821;558;    -5.4;    -1.2
39570;A018524;L008546;2018JJ00;0;8;8;   -32.5;   -24.3
39711;A018524;L008547;2018JJ00;;1;1;  -100.0;   -22.2
39852;A018524;L008548;2018JJ00;0;30;30;;    -9.1
39993;A018524;L008549;2018JJ00;49;16;-34;   -28.0;   -57.3
40134;A018524;L008550;2018JJ00;0;6;6;   166.0;    15.5
40275;A018524;L008783;2018JJ00;4;38;34;    57.7;   -12.8
40416;A018524;L008552;2018JJ00;6465;7746;1281;    -0.4;     3.0
40557;A018524;L008553;2018JJ00;5;5;0;     2.0;    18.3
40698;A018524;L008554;2018JJ00;1;30;29;   -31.4;    -6.5
40839;A018524;L008555;2018JJ00;0;0;0;    53.1;   -41.8
40980;A018524;L006997;2018JJ00;;0;0;;   -42.0
41121;A018524;L008557;2018JJ00;;3;;;    -2.0
41262;A018524;L008794;2018JJ00;0;12;12;   -44.5;     9.3
41403;A018524;L008559;2018JJ00;2;58;56;    39.2;     3.0
41544;A018524;L008560;2018JJ00;;0;;;    33.0
41685;A018524;L008561;2018JJ00;;;;;
41826;A018524;L008562;2018JJ00;2091;154;-1937;    -1.1;    -1.8
41967;A018524;L008564;2018JJ00;0;;0;    17.2;
42108;A018524;L008565;2018JJ00;;1;1;;   560.3
42249;A018524;L008566;2018JJ00;0;5;5;   820.2;   -34.7
42390;A018524;L008567;2018JJ00;83;122;38;    20.1;   -10.1
42531;A018524;L008568;2018JJ00;7;17;10;   -27.3;    66.0
42672;A018524;L008569;2018JJ00;0;0;0;   -68.0;   119.8
42813;A018524;L008570;2018JJ00;20;12;-7;    22.3;     7.5
42954;A018524;L008645;2018JJ00;229;42;-187;    -9.8;    41.1
43095;A018524;L008571;2018JJ00;109;119;10;    -0.6;    10.5
43236;A018524;L008644;2018JJ00;0;18;18;    99.7;     3.5
43377;A018524;L008572;2018JJ00;0;;0;   -72.4;
43518;A018524;L008573;2018JJ00;;7;7;;    22.4
43659;A018524;L008817;2018JJ00;;15;15;;     8.3
43800;A018524;L008763;2018JJ00;0;4;4;;    26.8
43941;A018524;L008574;2018JJ00;446;95;-351;     9.7;    -3.2
44082;A018524;L008575;2018JJ00;707;1980;1273;     9.5;     4.7
44223;A018524;L008577;2018JJ00;;;;;
44364;A018524;L008578;2018JJ00;0;;0;;
44505;A018524;L008579;2018JJ00;127;37;-89;     7.1;    38.3
44646;A018524;L008580;2018JJ00;1;2;1;   -23.3;   -34.5
44787;A018524;L008581;2018JJ00;1;17;16;   -17.1;    -2.8
44928;A018524;L008582;2018JJ00;14;42;29;   390.8;    27.3
45069;A018524;L008583;2018JJ00;;0;0;;    -0.7
45210;A018524;L008584;2018JJ00;404;;;     6.2;
45351;A018524;L008654;2018JJ00;14;162;148;    19.1;     1.0
45492;A018524;L008585;2018JJ00;;30;;;     4.1
45633;A018524;L008586;2018JJ00;0;53;53;   174.3;     1.6
45774;A018524;L008587;2018JJ00;3;102;99;   -12.8;    15.3
45915;A018524;L008764;2018JJ00;121;566;445;    23.9;     1.4
46056;A018524;L008588;2018JJ00;610;1256;646;     2.7;     0.8
46197;A018524;L008589;2018JJ00;0;7;6;   -81.8;    -4.3
46338;A018524;L008590;2018JJ00;0;2;2;   -93.5;   -14.1
46479;A018524;L008591;2018JJ00;64;49;-16;    43.9;    21.1
46620;A018524;L008593;2018JJ00;201;12;-189;   -10.0;    24.9
46761;A018524;L008594;2018JJ00;176;235;59;     8.4;    30.9
46902;A018524;L008595;2018JJ00;2;12;10;   592.0;    10.2
47043;A018524;L008596;2018JJ00;;15;15;;    10.2
47184;A018524;L008597;2018JJ00;0;1;1;    55.1;    89.8
47325;A018524;L008598;2018JJ00;19;98;79;   -38.7;    -3.4
47466;A018524;L008599;2018JJ00;6;22;16;     4.1;    26.0
47607;A018524;L008601;2018JJ00;0;1;1;   -87.4;   665.1
47748;A018524;L008600;2018JJ00;23;2;-20;   -19.3;    38.2
47889;A018524;L008602;2018JJ00;2;1;-1;   -79.5;    -0.6
48030;A018524;L008604;2018JJ00;53;461;408;    -5.5;     1.6
48171;A018524;L008605;2018JJ00;2931;5429;2498;    15.9;     3.2
48312;A018524;L008608;2018JJ00;0;4;4;   -48.2;    -1.2
48453;A018524;L008607;2018JJ00;;0;0;;
48594;A018524;L008609;2018JJ00;;39;39;;    -7.9
48735;A018524;L008610;2018JJ00;2;26;24;    22.0;     3.3
48876;A018524;L008611;2018JJ00;1;22;21;   142.9;     4.4
49017;A018524;L008592;2018JJ00;8096;16413;8317;    -2.5;     1.0
49158;A018524;L008612;2018JJ00;625;143;-482;    14.1;    12.5
49299;A018524;L008613;2018JJ00;;2;2;;   -86.3
49440;A018524;L008615;2018JJ00;151;711;560;     7.2;    -5.4
49581;A018524;L008616;2018JJ00;1;0;-1;     6.2;    -9.3
49722;A018524;L008614;2018JJ00;2;3;1;    11.4;   -10.1
49863;A018524;L008618;2018JJ00;0;1;1;;   -15.0
50004;A018524;L008619;2018JJ00;65;29;-37;    44.1;    21.1
50145;A018524;L008621;2018JJ00;8;48;40;   278.7;    15.3
50286;A018524;L008622;2018JJ00;1;13;12;;     4.3
50427;A018524;L008623;2018JJ00;11;10;-1;    12.2;    14.7
50568;A018524;L008624;2018JJ00;1;32;31;    32.4;    16.0
50709;A018524;L008625;2018JJ00;0;;0;;
50850;A018524;L008626;2018JJ00;68;13;-55;    45.5;    13.7
50991;A018524;L008628;2018JJ00;23;711;688;     4.9;    -6.5
51132;A018524;L008627;2018JJ00;122;285;163;    -9.2;   -11.3
51273;A018524;L008630;2018JJ00;64;87;23;    -0.9;     9.3
51414;A018524;L008631;2018JJ00;389;58;-331;     2.3;     8.1
51555;A018524;L008632;2018JJ00;375;125;-250;    19.9;    12.2
51696;A018524;L008634;2018JJ00;9;48;39;   -34.4;   -37.0
51837;A018524;L008633;2018JJ00;0;84;84;    22.7;     1.1
51978;A018524;L008629;2018JJ00;758;820;62;     4.8;     3.0
52119;A018524;L008635;2018JJ00;124;178;55;    -0.1;    17.2
52260;A018524;L008636;2018JJ00;1091;2346;1255;     2.3;    -1.0
52401;A018524;L008637;2018JJ00;1428;76;-1352;    11.0;    -4.6
52542;A018524;L008638;2018JJ00;1;32;31;   -29.2;    53.6
52683;A018524;L008639;2018JJ00;49;560;510;     6.8;    18.1
52824;A018524;L008643;2018JJ00;4;76;72;    20.2;    -0.3
52965;A018524;L008648;2018JJ00;;29;;;    16.4
53106;A018524;L008649;2018JJ00;95;17;-78;     5.9;    11.5
53247;A018524;L008651;2018JJ00;;0;0;;    97.2
53388;A018524;L008653;2018JJ00;1;7;6;     4.7;    17.0
53529;A018524;L008652;2018JJ00;0;152;152;     4.4;    -0.2
53670;A018524;L008650;2018JJ00;;2;;;     3.9
53811;A018524;L008655;2018JJ00;0;0;0;   -77.9;  3242.8
53952;A018524;L008657;2018JJ00;63;97;34;   -11.4;    -2.5
54093;A018524;L008658;2018JJ00;10;108;98;     9.9;     8.1
54234;A018524;L008656;2018JJ00;0;0;0;;    73.8
54375;A018524;L008659;2018JJ00;13;11;-2;   -46.0;   -17.5
54516;A018524;L008660;2018JJ00;0;71;71;   -21.3;    60.3
54657;A018524;L008661;2018JJ00;5;2;-2;;    12.9
54798;A018524;L008662;2018JJ00;158;166;8;    -6.5;    -8.1
54939;A018524;L008663;2018JJ00;65;93;28;    19.1;     7.6
55080;A018524;L008664;2018JJ00;0;1;1;;   189.7
55221;A018524;L008665;2018JJ00;1;10;10;   -20.5;     6.9
55362;A018524;L008666;2018JJ00;41;3;-38;    17.9;    92.3
55503;A018524;L008667;2018JJ00;4;2;-3;   112.5;    81.8
55644;A018524;L008669;2018JJ00;29;154;125;     1.7;    -0.9
55785;A018524;L008668;2018JJ00;1;5;4;    71.9;    -7.9
55926;A018524;L008670;2018JJ00;;35;;;     2.1
56067;A018524;L008671;2018JJ00;4;105;101;    53.1;    21.2
56208;A018524;L008675;2018JJ00;;0;0;  -100.0;   265.2
56349;A018524;L008677;2018JJ00;;55;;;     1.1
56490;A018524;L008678;2018JJ00;36;6;-29;    11.5;    -5.8
56631;A018524;L008818;2018JJ00;;3;3;  -100.0;   -49.0
56772;A018524;L008680;2018JJ00;194;131;-63;     8.2;    -2.3
56913;A018524;L008681;2018JJ00;0;0;0;   -55.8;   -29.2
