ID;SITC;Countries;Periods;ImportValue_1;ExportValue_2;BalanceOfTrade_3;ChangeInImportValue_4;ChangeInExportValue_5
6780;T001082;L008645;2012JJ00;282;156;-127;   -26.0;    51.4
6921;T001082;L008571;2012JJ00;1682;1967;286;   -14.2;    11.2
7062;T001082;L008644;2012JJ00;0;123;123;   -43.7;   -30.5
7203;T001082;L008572;2012JJ00;0;228;228;   206.6;   -29.2
7344;T001082;L008573;2012JJ00;1;81;80;  3908.2;    38.5
7485;T001082;L008817;2012JJ00;0;55;55;   778.7;    62.1
7626;T001082;L008763;2012JJ00;0;20;19;   -69.2;    24.5
7767;T001082;L008574;2012JJ00;822;449;-373;   -21.9;    22.3
7908;T001082;L008575;2012JJ00;31906;7647;-24259;     3.3;    14.2
8049;T001082;L008577;2012JJ00;0;;0;   585.9;  -100.0
8190;T001082;L008578;2012JJ00;;0;0;  -100.0;  1036.5
8331;T001082;L008579;2012JJ00;1370;328;-1042;    19.6;     0.9
8472;T001082;L008580;2012JJ00;3;6;3;    -8.7;    87.4
8613;T001082;L008581;2012JJ00;147;106;-40;     2.2;   -11.2
8754;T001082;L008582;2012JJ00;21;111;90;   -76.5;    -0.3
8895;T001082;L008583;2012JJ00;0;1;0;   296.3;  1123.0
9036;T001082;L008584;2012JJ00;3206;75;-3131;    20.9;   -22.3
9177;T001082;L008654;2012JJ00;114;434;320;    22.4;    -2.4
9318;T001082;L008585;2012JJ00;229;93;-136;    27.5;    20.7
9459;T001082;L008586;2012JJ00;;;;;
9600;T001082;L008587;2012JJ00;93;468;375;   -19.1;    -0.3
9741;T001082;L008764;2012JJ00;5506;5992;486;     6.8;     0.8
9882;T001082;L008588;2012JJ00;3436;5268;1832;     4.0;     1.8
10023;T001082;L008589;2012JJ00;1;27;26;   198.9;     8.4
10164;T001082;L008590;2012JJ00;1;3;2;   116.6;     2.7
10305;T001082;L008591;2012JJ00;188;86;-102;    26.0;     4.2
10446;T001082;L008593;2012JJ00;272;140;-132;    43.5;     2.2
10587;T001082;L008594;2012JJ00;315;1335;1019;    18.1;    20.7
10728;T001082;L008595;2012JJ00;19;25;5;    40.8;   -12.1
10869;T001082;L008596;2012JJ00;799;40;-759;    12.7;   -20.8
11010;T001082;L008597;2012JJ00;0;3;3;    -7.3;   -19.9
11151;T001082;L008598;2012JJ00;252;626;374;   -42.6;    58.2
11292;T001082;L008599;2012JJ00;60;91;31;    14.8;    76.6
11433;T001082;L008601;2012JJ00;2;8;6;   229.2;   -81.5
11574;T001082;L008600;2012JJ00;57;8;-49;    17.1;   -42.8
11715;T001082;L008602;2012JJ00;2;2;1;    11.5;   -60.2
11856;T001082;L008604;2012JJ00;3441;4253;812;   -11.5;    -1.7
11997;T001082;L008605;2012JJ00;17425;36247;18822;     3.8;     0.0
12138;T001082;L008608;2012JJ00;1;11;11;    24.5;    -6.9
12279;T001082;L008607;2012JJ00;0;3;3;   329.6;    91.1
12420;T001082;L008609;2012JJ00;23;100;77;   -27.3;    21.6
12561;T001082;L008610;2012JJ00;2;26;24;    39.1;   -18.1
12702;T001082;L008611;2012JJ00;10;76;66;   -29.0;    19.1
12843;T001082;L008592;2012JJ00;61843;106141;44297;     1.5;     7.0
12984;T001082;L008612;2012JJ00;584;1164;580;   -11.9;    75.2
13125;T001082;L008613;2012JJ00;52;1634;1583;    10.0;   -25.3
13266;T001082;L008615;2012JJ00;456;2059;1603;    -5.9;    -9.9
13407;T001082;L008616;2012JJ00;2;36;34;     4.1;  1673.0
13548;T001082;L008614;2012JJ00;3;3;0;    44.6;    29.4
13689;T001082;L008618;2012JJ00;0;1;1;   -72.4;    -9.7
13830;T001082;L008619;2012JJ00;148;53;-94;    24.7;    20.3
13971;T001082;L008621;2012JJ00;8;366;357;    24.6;    17.1
14112;T001082;L008622;2012JJ00;0;7;7;   433.7;   -14.6
14253;T001082;L008623;2012JJ00;43;20;-23;    -0.8;     4.2
14394;T001082;L008624;2012JJ00;0;29;28;     3.3;    21.1
14535;T001082;L008625;2012JJ00;;;;;
14676;T001082;L008626;2012JJ00;137;27;-110;    93.3;   -19.5
14817;T001082;L008628;2012JJ00;1877;1824;-53;     4.9;    15.7
14958;T001082;L008627;2012JJ00;1921;2625;704;     3.7;    -1.3
15099;T001082;L008630;2012JJ00;1096;305;-791;    42.7;     2.4
15240;T001082;L008631;2012JJ00;4480;1916;-2564;    24.8;     2.8
15381;T001082;L008632;2012JJ00;2816;628;-2188;    22.8;    15.4
15522;T001082;L008634;2012JJ00;97;365;268;   -78.3;   -39.0
15663;T001082;L008633;2012JJ00;1831;314;-1517;    -1.7;    29.6
15804;T001082;L008629;2012JJ00;5020;2889;-2130;     9.0;     0.7
15945;T001082;L008635;2012JJ00;2088;1317;-771;    19.1;    -5.6
16086;T001082;L008636;2012JJ00;7828;19582;11754;     0.5;     0.3
16227;T001082;L008637;2012JJ00;737;165;-571;   -15.5;    49.8
16368;T001082;L008638;2012JJ00;21;15;-6;   -47.6;    -2.7
16509;T001082;L008639;2012JJ00;9931;3540;-6391;    -1.7;     3.7
16650;T001082;L008643;2012JJ00;39;265;225;   -11.7;     7.2
16791;T001082;L008648;2012JJ00;1518;488;-1030;    -5.8;    20.0
16932;T001082;L008649;2012JJ00;371;180;-191;    -0.3;   -10.2
17073;T001082;L008651;2012JJ00;0;0;0;   -57.1;   -56.4
17214;T001082;L008653;2012JJ00;1;24;22;   -62.0;     9.1
17355;T001082;L008652;2012JJ00;2350;392;-1958;     1.9;    18.3
17496;T001082;L008650;2012JJ00;1;31;30;     3.8;     7.5
17637;T001082;L008655;2012JJ00;30;2;-28;   170.5;    24.0
17778;T001082;L008657;2012JJ00;605;394;-211;     5.6;     5.3
17919;T001082;L008658;2012JJ00;23;477;454;   -33.4;    76.0
18060;T001082;L008656;2012JJ00;0;2;2;   -43.6;    48.7
18201;T001082;L008659;2012JJ00;11;128;117;    63.5;   211.4
18342;T001082;L008660;2012JJ00;1298;402;-896;   227.1;    87.5
18483;T001082;L008661;2012JJ00;7;18;11;    22.9;    18.9
18624;T001082;L008662;2012JJ00;1401;784;-617;    -2.1;     8.9
18765;T001082;L008663;2012JJ00;705;1313;607;    -5.0;    -6.0
18906;T001082;L008664;2012JJ00;5;34;30;   -24.2;   -14.9
19047;T001082;L008665;2012JJ00;58;78;21;   -16.1;   -17.5
19188;T001082;L008666;2012JJ00;18;15;-3;    27.3;   -13.5
19329;T001082;L008667;2012JJ00;30;10;-20;    20.5;   -15.3
19470;T001082;L008669;2012JJ00;5744;888;-4856;     3.0;    31.1
19611;T001082;L008668;2012JJ00;1;6;5;   -31.1;   -42.0
19752;T001082;L008670;2012JJ00;2;41;38;    -5.3;    11.6
19893;T001082;L008671;2012JJ00;100;265;165;   113.4;     4.4
20034;T001082;L008675;2012JJ00;0;2;2;    73.8;    35.8
20175;T001082;L008677;2012JJ00;4;299;295;    64.6;    37.4
20316;T001082;L008678;2012JJ00;34;29;-5;    11.8;     3.7
20457;T001082;L008818;2012JJ00;0;9;9;  -100.0;    33.8
20598;T001082;L008680;2012JJ00;1610;2933;1322;     6.3;    30.1
20739;T001082;L008681;2012JJ00;0;0;0;   -12.1;   -55.2
20880;T001082;L008682;2012JJ00;12;51;39;   -44.4;   -13.6
21021;T001082;L008684;2012JJ00;4;31;27;   -31.6;    96.8
21162;T001082;L008685;2012JJ00;3;37;34;    -1.4;    -3.5
21303;T001082;L008686;2012JJ00;0;0;0;    56.9;   204.5
21444;T001082;L008673;2012JJ00;357;922;565;     7.8;    15.4
21585;T001082;L008687;2012JJ00;46;45;0;    14.5;   -23.8
21726;T001082;L008688;2012JJ00;11;6;-5;    73.5;    38.7
21867;T001082;L008689;2012JJ00;41;49;8;    23.4;   278.4
22008;T001082;L008690;2012JJ00;0;0;0;   -29.3;
22149;T001082;L008694;2012JJ00;5;11;6;    27.4;    36.4
22290;T001082;L008696;2012JJ00;0;15;15;    16.5;    14.8
22431;T001082;L008697;2012JJ00;378;258;-120;    22.4;    32.1
22572;T001082;L008695;2012JJ00;11;44;33;   -63.7;   338.8
22713;T001082;L008698;2012JJ00;0;111;110;    11.1;   351.9
22854;T001082;L008699;2012JJ00;4430;2687;-1743;    49.0;   -29.7
22995;T001082;L008700;2012JJ00;0;0;0;;
23136;T001082;L008705;2012JJ00;0;0;0;   -60.7;  2048.3
23277;T001082;L008703;2012JJ00;7;1;-6;   -90.1;     1.8
23418;T001082;L008702;2012JJ00;0;0;0;   442.4;  1043.3
23559;T001082;L008704;2012JJ00;12462;3752;-8710;    20.5;    14.2
23700;T001082;L008708;2012JJ00;63;347;284;   -15.6;    25.4
23841;T001082;L008710;2012JJ00;261;297;36;   -11.5;     8.6
23982;T001082;L008711;2012JJ00;0;0;0;   -38.7;   -18.3
24123;T001082;L008712;2012JJ00;1;6;5;    48.2;    -3.0
24264;T001082;L008713;2012JJ00;66;164;98;    67.9;     9.6
24405;T001082;L008714;2012JJ00;142;23;-119;   -13.6;    -2.2
24546;T001082;L008715;2012JJ00;212;28;-184;   -20.0;   -36.8
24687;T001082;L008716;2012JJ00;391;204;-188;    10.4;    29.2
24828;T001082;L008603;2012JJ00;1002;331;-671;     1.0;    10.2
24969;T001082;L008717;2012JJ00;0;0;0;   -39.9;    92.4
25110;T001082;L008718;2012JJ00;5453;8538;3085;     7.0;     1.5
25251;T001082;L008719;2012JJ00;1704;2481;778;     6.3;    -2.2
25392;T001082;L008647;2012JJ00;337;362;24;   -72.8;    25.7
25533;T001082;L008723;2012JJ00;1083;1655;572;    -7.4;     3.7
25674;T001082;L008724;2012JJ00;20332;7068;-13264;    19.9;    10.4
25815;T001082;L008726;2012JJ00;1;28;27;    -5.8;     7.6
25956;T001082;L008792;2012JJ00;;;;;
26097;T001082;L008741;2012JJ00;0;0;0;   -88.4;   -94.7
26238;T001082;L008727;2012JJ00;0;4;4;   -92.6;   293.2
26379;T001082;L008742;2012JJ00;0;3;2;   108.5;    35.1
26520;T001082;L008728;2012JJ00;0;1;1;   -99.3;    21.7
26661;T001082;L008729;2012JJ00;0;1;1;  1249.3;    -5.8
26802;T001082;L008731;2012JJ00;0;0;0;   -88.5;    52.7
26943;T001082;L008732;2012JJ00;1;43;42;    38.2;     8.9
27084;T001082;L008733;2012JJ00;2;1;-1;     7.4;   -38.1
27225;T001082;L008734;2012JJ00;4666;2233;-2433;    19.9;    29.0
27366;T001082;L008735;2012JJ00;29;300;272;    54.3;   -27.6
27507;T001082;L008736;2012JJ00;135;279;143;    54.3;    -4.3
27648;T001082;L008738;2012JJ00;3;15;12;   -54.1;   125.9
27789;T001082;L008739;2012JJ00;28;36;7;     5.7;    -2.5
27930;T001082;L008740;2012JJ00;3482;4170;688;    31.4;    43.6
28071;T001082;L008743;2012JJ00;;;;;
28212;T001082;L008745;2012JJ00;1117;1326;209;     3.0;     6.6
28353;T001082;L008744;2012JJ00;336;658;321;    13.5;   -12.6
28494;T001082;L008730;2012JJ00;1;1;0;   -79.8;   343.0
28635;T001082;L008747;2012JJ00;0;4;4;     5.4;    10.3
28776;T001082;L008787;2012JJ00;1245;2175;930;    -1.3;    19.0
28917;T001082;L008788;2012JJ00;0;;0;   -99.2;  -100.0
29058;T001082;L008789;2012JJ00;2448;3370;922;    24.8;    -7.7
29199;T001082;L008786;2012JJ00;;;;;
29340;T001082;L008749;2012JJ00;6710;11847;5137;     2.2;    -3.2
29481;T001082;L008750;2012JJ00;99;55;-44;    -1.0;    -9.1
29622;T001082;L008746;2012JJ00;9;90;81;   -15.3;   -14.6
29763;T001082;L008751;2012JJ00;31;238;207;     3.9;    28.5
29904;T001082;L008752;2012JJ00;17;2;-15;    10.4;   -58.6
30045;T001082;L008790;2012JJ00;6758;7137;379;     8.3;    -0.8
30186;T001082;L008791;2012JJ00;2335;5725;3390;     6.6;    11.6
30327;T001082;L008753;2012JJ00;5;78;73;   -98.5;   -43.1
30468;T001082;L008755;2012JJ00;2519;2869;351;     8.5;    27.4
30609;T001082;L008754;2012JJ00;1;7;6;   356.6;    72.9
30750;T001082;L008756;2012JJ00;90;103;13;     3.8;   -15.1
30891;T001082;L008757;2012JJ00;2435;1045;-1389;    -8.2;    18.2
31032;T001082;L008758;2012JJ00;0;14;14;   228.0;  2094.8
31173;T001082;L008759;2012JJ00;49;1284;1236;    95.8;   720.1
31314;T001082;L008760;2012JJ00;0;2;2;   -77.6;     2.3
31455;T001082;L008761;2012JJ00;0;0;0;;   -35.7
31596;T001082;L008762;2012JJ00;317;92;-225;    20.0;   125.1
31737;T001082;L008765;2012JJ00;384;243;-141;    33.1;    -7.8
31878;T001082;L008766;2012JJ00;2087;4672;2585;     3.3;    -1.6
32019;T001082;L008767;2012JJ00;1;86;85; 12665.9;    80.3
32160;T001082;L008768;2012JJ00;0;3;3;   -98.5;   268.7
32301;T001082;L008769;2012JJ00;0;0;0;   123.9;
32442;T001082;L008770;2012JJ00;89;52;-37;     4.9;    35.5
32583;T001082;L008706;2012JJ00;614;1273;659;    -4.8;    18.4
32724;T001082;L008777;2012JJ00;864;2374;1510;   -21.2;    10.5
32865;T001082;L008776;2012JJ00;27386;34644;7258;    11.8;     7.2
33006;T001082;L008778;2012JJ00;26406;20259;-6147;    12.2;     3.2
33147;T001082;L008779;2012JJ00;0;1;1;;   -95.6
33288;T001082;L008771;2012JJ00;133;90;-43;    15.0;   -43.6
33429;T001082;L008707;2012JJ00;3;52;49;   -94.3;    -7.6
33570;T001082;L008772;2012JJ00;0;0;0;   -96.9;    60.0
33711;T001082;L008773;2012JJ00;0;0;0;   -79.5;   263.3
33852;T001082;L008774;2012JJ00;424;655;231;   -18.6;    45.9
33993;T001082;L008780;2012JJ00;1602;573;-1029;    40.6;     9.8
34134;T001082;L008782;2012JJ00;0;1;1;   -90.4;    -1.7
34275;T001082;L008813;2012JJ00;;;;;
34416;T001082;L008640;2012JJ00;3;212;209;   -39.4;   204.8
34557;T001082;L008784;2012JJ00;16;44;28;   -36.7;     7.4
34698;T001082;L008785;2012JJ00;61;23;-38;     6.0;    -0.9
34839;T001082;L008812;2012JJ00;273;286;13;    40.3;    12.1
34980;T001082;L008822;2012JJ00;417;271;-146;    62.4;    16.9
35121;T001082;L008820;2012JJ00;25;18;-7;    18.8;   -64.7
35262;T001082;L008821;2012JJ00;11;0;-10;   -29.3;   -99.5
35403;T001082;L008814;2012JJ00;;;;;
35544;T001082;L008816;2012JJ00;0;156;156;;    91.7
35685;T001082;L008815;2012JJ00;0;2361;2361;   -42.5;    22.5
35826;T001082;L008679;2012JJ00;0;5;5;    46.0;    70.4
35967;T001082;L008692;2012JJ00;21;303;282;    -6.6;    25.0
36108;A018524;T001047;2012JJ00;33623;50047;16424;     4.9;     4.2
36249;A018524;L007935;2012JJ00;21592;39904;18311;     6.9;     2.8
36390;A018524;L006998;2012JJ00;12030;10143;-1887;     1.4;     9.9
36531;A018524;L007933;2012JJ00;;;;;
36672;A018524;L008519;2012JJ00;;;;;
36813;A018524;L008520;2012JJ00;;;;;
36954;A018524;L008524;2012JJ00;;;;;
37095;A018524;L008531;2012JJ00;;;;;
37236;A018524;L008527;2012JJ00;;;;;
37377;A018524;L008533;2012JJ00;1;20;18;     1.7;   -35.4
37518;A018524;L008534;2012JJ00;0;5;5;  1279.9;    -5.2
37659;A018524;L008535;2012JJ00;2;163;161;   -83.3;    17.5
37800;A018524;L008536;2012JJ00;;0;0;;
37941;A018524;L008537;2012JJ00;;0;0;;   -11.5
38082;A018524;L008538;2012JJ00;0;2;2;;   -11.9
38223;A018524;L008539;2012JJ00;;114;114;;     8.3
38364;A018524;L008540;2012JJ00;;0;0;;
38505;A018524;L008532;2012JJ00;;;;;
38646;A018524;L008541;2012JJ00;;1;1;;    -9.9
38787;A018524;L008542;2012JJ00;834;18;-816;   -11.1;    37.8
38928;A018524;L008543;2012JJ00;0;8;8;   -90.3;    -8.3
39069;A018524;L008544;2012JJ00;0;20;20;   -85.9;     6.2
39210;A018524;L008545;2012JJ00;62;229;167;    17.1;    34.3
39351;A018524;L008709;2012JJ00;223;594;371;    14.0;    -0.9
39492;A018524;L008546;2012JJ00;0;14;13;   133.4;    37.4
39633;A018524;L008547;2012JJ00;;1;1;  -100.0;    11.8
39774;A018524;L008548;2012JJ00;0;25;25;   417.6;    12.0
39915;A018524;L008549;2012JJ00;31;29;-2;     5.8;    14.6
40056;A018524;L008550;2012JJ00;0;5;5;   -12.0;   -32.2
40197;A018524;L008783;2012JJ00;2;39;37;   -16.3;   -13.7
40338;A018524;L008552;2012JJ00;4923;5582;660;     2.6;     5.1
40479;A018524;L008553;2012JJ00;8;4;-4;    45.7;     7.3
40620;A018524;L008554;2012JJ00;1;62;61;    69.0;    26.7
40761;A018524;L008555;2012JJ00;;;;;
40902;A018524;L006997;2012JJ00;;0;0;;
41043;A018524;L008557;2012JJ00;10;2;-8;   -15.2;    -1.1
41184;A018524;L008794;2012JJ00;;;;;
41325;A018524;L008559;2012JJ00;1;28;28;   -14.0;    26.0
41466;A018524;L008560;2012JJ00;2;0;-2;;
41607;A018524;L008561;2012JJ00;;;;;
41748;A018524;L008562;2012JJ00;2523;124;-2399;     9.6;    51.5
41889;A018524;L008564;2012JJ00;0;0;0;;
42030;A018524;L008565;2012JJ00;;0;0;  -100.0;
42171;A018524;L008566;2012JJ00;0;3;3;   -91.7;    58.8
42312;A018524;L008567;2012JJ00;34;86;51;    12.8;    -1.5
42453;A018524;L008568;2012JJ00;4;6;2;   118.2;     4.7
42594;A018524;L008569;2012JJ00;0;0;0;   -84.5;    72.6
42735;A018524;L008570;2012JJ00;10;2;-8;   113.7;   -16.3
42876;A018524;L008645;2012JJ00;229;42;-187;   -20.9;    20.8
43017;A018524;L008571;2012JJ00;78;77;-1;    31.4;    21.5
43158;A018524;L008644;2012JJ00;0;12;12;    42.7;     6.2
43299;A018524;L008572;2012JJ00;;0;0;  -100.0;   -61.8
43440;A018524;L008573;2012JJ00;0;1;1;;   -35.2
43581;A018524;L008817;2012JJ00;0;23;23;;    13.3
43722;A018524;L008763;2012JJ00;;5;5;;    -5.9
43863;A018524;L008574;2012JJ00;391;37;-354;    -6.0;    25.8
44004;A018524;L008575;2012JJ00;505;572;67;     0.3;    28.7
44145;A018524;L008577;2012JJ00;;;;;
44286;A018524;L008578;2012JJ00;;;;;
44427;A018524;L008579;2012JJ00;46;28;-18;    34.6;
44568;A018524;L008580;2012JJ00;3;5;2;    -8.3;    80.1
44709;A018524;L008581;2012JJ00;0;16;16;   -25.5;    -6.7
44850;A018524;L008582;2012JJ00;1;47;46;   801.6;    -5.5
44991;A018524;L008583;2012JJ00;0;;0;   -11.0;
45132;A018524;L008584;2012JJ00;247;4;-243;    15.9;   -43.4
45273;A018524;L008654;2012JJ00;1;92;92;;     6.8
45414;A018524;L008585;2012JJ00;9;18;10;   -34.8;
45555;A018524;L008586;2012JJ00;;;;;
45696;A018524;L008587;2012JJ00;12;95;83;   -18.9;    -7.2
45837;A018524;L008764;2012JJ00;103;420;317;     7.3;     4.1
45978;A018524;L008588;2012JJ00;469;1062;594;    13.3;     1.6
46119;A018524;L008589;2012JJ00;0;5;5;   195.0;   -22.3
46260;A018524;L008590;2012JJ00;1;2;1;  1247.4;     8.5
46401;A018524;L008591;2012JJ00;38;34;-4;    14.3;     6.5
46542;A018524;L008593;2012JJ00;172;8;-163;    50.0;   -15.0
46683;A018524;L008594;2012JJ00;111;199;88;    29.7;    21.0
46824;A018524;L008595;2012JJ00;1;9;8;    22.0;
46965;A018524;L008596;2012JJ00;;14;14;;    -8.7
47106;A018524;L008597;2012JJ00;0;1;1;;   -65.7
47247;A018524;L008598;2012JJ00;11;59;48;   -19.0;    15.7
47388;A018524;L008599;2012JJ00;6;9;3;    -2.7;    -3.9
47529;A018524;L008601;2012JJ00;2;;-2;   212.9;
47670;A018524;L008600;2012JJ00;56;1;-55;    16.6;   -29.1
47811;A018524;L008602;2012JJ00;1;0;-1;    16.2;    24.9
47952;A018524;L008604;2012JJ00;30;452;423;   -16.9;     1.7
48093;A018524;L008605;2012JJ00;2667;4406;1739;     8.8;     1.9
48234;A018524;L008608;2012JJ00;0;1;1;    41.8;     3.0
48375;A018524;L008607;2012JJ00;0;0;0;;   -98.1
48516;A018524;L008609;2012JJ00;0;34;34; 42861.8;     4.6
48657;A018524;L008610;2012JJ00;2;17;16;    28.7;   -10.3
48798;A018524;L008611;2012JJ00;1;9;8;   -49.2;    14.8
48939;A018524;L008592;2012JJ00;7241;13620;6379;     9.0;     3.2
49080;A018524;L008612;2012JJ00;473;86;-386;   -19.3;    22.1
49221;A018524;L008613;2012JJ00;0;14;14;;     4.7
49362;A018524;L008615;2012JJ00;119;712;593;     0.3;    -3.2
49503;A018524;L008616;2012JJ00;2;0;-2;    32.6;   344.8
49644;A018524;L008614;2012JJ00;2;;;    30.1;
49785;A018524;L008618;2012JJ00;0;1;1;   -94.8;    24.6
49926;A018524;L008619;2012JJ00;36;7;-29;    24.4;   -10.2
50067;A018524;L008621;2012JJ00;7;19;12;;     1.4
50208;A018524;L008622;2012JJ00;0;5;5;   -23.9;    -8.5
50349;A018524;L008623;2012JJ00;10;5;-4;    18.4;     8.2
50490;A018524;L008624;2012JJ00;0;21;21;;    16.1
50631;A018524;L008625;2012JJ00;;;;;
50772;A018524;L008626;2012JJ00;47;8;-39;    29.8;   -12.3
50913;A018524;L008628;2012JJ00;10;674;665;     8.1;    23.7
51054;A018524;L008627;2012JJ00;274;305;31;    54.2;    -7.6
51195;A018524;L008630;2012JJ00;137;47;-90;    -3.0;    11.6
51336;A018524;L008631;2012JJ00;235;45;-189;    14.7;    11.0
51477;A018524;L008632;2012JJ00;256;112;-144;     4.2;     0.5
51618;A018524;L008634;2012JJ00;20;32;12;    -7.4;   -29.7
51759;A018524;L008633;2012JJ00;0;34;34; 53163.8;    25.6
51900;A018524;L008629;2012JJ00;415;637;222;     3.2;    16.3
52041;A018524;L008635;2012JJ00;197;117;-80;    15.4;     2.2
52182;A018524;L008636;2012JJ00;767;2045;1278;     0.9;     0.4
52323;A018524;L008637;2012JJ00;651;65;-586;   -21.8;    31.5
52464;A018524;L008638;2012JJ00;1;7;7;    54.8;    -6.6
52605;A018524;L008639;2012JJ00;30;345;314;     9.4;     3.3
52746;A018524;L008643;2012JJ00;1;54;52;   167.7;    21.4
52887;A018524;L008648;2012JJ00;9;21;11;    -6.4;    23.8
53028;A018524;L008649;2012JJ00;55;10;-44;    -9.6;    53.3
53169;A018524;L008651;2012JJ00;;0;0;;
53310;A018524;L008653;2012JJ00;0;6;6;   -99.5;    -7.5
53451;A018524;L008652;2012JJ00;0;102;102;   -12.0;    13.9
53592;A018524;L008650;2012JJ00;0;1;1;   -21.0;   399.1
53733;A018524;L008655;2012JJ00;0;0;0;   -47.3;   -95.6
53874;A018524;L008657;2012JJ00;43;61;17;    16.1;   -25.0
54015;A018524;L008658;2012JJ00;3;78;75;;     6.8
54156;A018524;L008656;2012JJ00;0;;0;;
54297;A018524;L008659;2012JJ00;10;12;1;;     8.0
54438;A018524;L008660;2012JJ00;;110;110;;    67.7
54579;A018524;L008661;2012JJ00;3;1;-2;    11.2;   -10.5
54720;A018524;L008662;2012JJ00;93;145;52;    -2.3;    -1.1
54861;A018524;L008663;2012JJ00;60;79;19;     4.7;    -2.6
55002;A018524;L008664;2012JJ00;;0;0;;    35.7
55143;A018524;L008665;2012JJ00;1;11;10;   -16.0;    19.9
55284;A018524;L008666;2012JJ00;13;1;-12;    41.7;    -0.9
55425;A018524;L008667;2012JJ00;2;1;-2;   -56.2;   -19.0
55566;A018524;L008669;2012JJ00;72;145;74;    -8.8;    25.9
55707;A018524;L008668;2012JJ00;1;4;3;   -18.3;   -37.1
55848;A018524;L008670;2012JJ00;2;15;13;;    18.2
55989;A018524;L008671;2012JJ00;5;63;58;   -30.2;     9.5
56130;A018524;L008675;2012JJ00;0;0;0;   221.8;
56271;A018524;L008677;2012JJ00;;31;31;  -100.0;     9.1
56412;A018524;L008678;2012JJ00;19;4;-15;    14.3;    -3.6
56553;A018524;L008818;2012JJ00;;4;4;;    40.6
56694;A018524;L008680;2012JJ00;99;87;-12;    -2.0;    27.8
56835;A018524;L008681;2012JJ00;0;;0;   -14.3;
56976;A018524;L008682;2012JJ00;5;8;2;    -5.6;    -5.1
57117;A018524;L008684;2012JJ00;;7;7;;    23.2
57258;A018524;L008685;2012JJ00;0;21;21;;    25.2
57399;A018524;L008686;2012JJ00;0;0;0;;
