ID;SITC;Countries;Periods;ImportValue_1;ExportValue_2;BalanceOfTrade_3;ChangeInImportValue_4;ChangeInExportValue_5
9485;T001082;L008586;2014JJ00;6;164;158;   -24.8;     4.0
9626;T001082;L008587;2014JJ00;84;505;421;    -6.4;    11.9
9767;T001082;L008764;2014JJ00;4679;6544;1864;    -1.3;     8.8
9908;T001082;L008588;2014JJ00;3466;5538;2072;   -14.8;     1.5
10049;T001082;L008589;2014JJ00;3;27;24;    79.8;    -0.4
10190;T001082;L008590;2014JJ00;0;3;3;   138.6;    28.2
10331;T001082;L008591;2014JJ00;165;102;-63;    -9.0;     7.7
10472;T001082;L008593;2014JJ00;312;223;-90;    14.4;    19.7
10613;T001082;L008594;2014JJ00;233;1465;1232;   -20.2;    16.6
10754;T001082;L008595;2014JJ00;30;27;-3;    28.4;   -13.1
10895;T001082;L008596;2014JJ00;474;62;-412;     6.5;    22.0
11036;T001082;L008597;2014JJ00;0;3;3;   -95.1;   -37.4
11177;T001082;L008598;2014JJ00;257;836;578;    10.5;     8.1
11318;T001082;L008599;2014JJ00;58;85;27;   -20.5;   -15.5
11459;T001082;L008601;2014JJ00;1;2;2;   -48.1;  1741.6
11600;T001082;L008600;2014JJ00;34;19;-15;    28.2;    13.4
11741;T001082;L008602;2014JJ00;3;2;-1;    35.3;    12.4
11882;T001082;L008604;2014JJ00;3414;4415;1000;    -1.1;     6.7
12023;T001082;L008605;2014JJ00;17292;35494;18202;     0.8;    -1.2
12164;T001082;L008608;2014JJ00;1;13;12;    40.4;    13.8
12305;T001082;L008607;2014JJ00;0;3;3;   -98.7;    62.3
12446;T001082;L008609;2014JJ00;51;141;90;   -60.7;   -25.7
12587;T001082;L008610;2014JJ00;2;32;30;    11.8;     5.1
12728;T001082;L008611;2014JJ00;21;104;83;    79.8;    24.8
12869;T001082;L008592;2014JJ00;62727;104471;41744;    -1.2;    -2.3
13010;T001082;L008612;2014JJ00;595;1200;604;    18.9;    20.5
13151;T001082;L008613;2014JJ00;1;406;405;  1819.0;   -57.7
13292;T001082;L008615;2014JJ00;455;2267;1812;    -8.6;     4.9
13433;T001082;L008616;2014JJ00;3;4;1;    -4.4;   -29.1
13574;T001082;L008614;2014JJ00;2;3;1;   -45.7;    40.5
13715;T001082;L008618;2014JJ00;0;4;4;   -92.4;    87.8
13856;T001082;L008619;2014JJ00;274;58;-216;    16.0;    -0.8
13997;T001082;L008621;2014JJ00;2;491;489;     5.6;   -16.1
14138;T001082;L008622;2014JJ00;2;7;5;142288.7;    -9.0
14279;T001082;L008623;2014JJ00;31;22;-9;   -16.1;     7.7
14420;T001082;L008624;2014JJ00;1;30;29;   -30.4;   -16.8
14561;T001082;L008625;2014JJ00;;;;;
14702;T001082;L008626;2014JJ00;143;26;-117;    40.2;   -28.9
14843;T001082;L008628;2014JJ00;2115;2206;91;    10.5;    16.7
14984;T001082;L008627;2014JJ00;1667;2810;1142;   -14.5;    10.4
15125;T001082;L008630;2014JJ00;1049;382;-667;    -2.9;    29.1
15266;T001082;L008631;2014JJ00;2690;1857;-833;   -34.9;    13.7
15407;T001082;L008632;2014JJ00;2502;683;-1820;    -6.3;   -14.7
15548;T001082;L008634;2014JJ00;22;376;353;   -31.4;    45.6
15689;T001082;L008633;2014JJ00;1623;386;-1238;   120.5;    11.9
15830;T001082;L008629;2014JJ00;4751;3788;-963;    -6.6;    12.8
15971;T001082;L008635;2014JJ00;1547;1253;-294;   -20.6;   -11.0
16112;T001082;L008636;2014JJ00;8069;18727;10658;     0.0;    -5.4
16253;T001082;L008637;2014JJ00;784;202;-582;    -0.4;     3.2
16394;T001082;L008638;2014JJ00;47;22;-25;   -18.2;    14.0
16535;T001082;L008639;2014JJ00;8321;3320;-5001;    -1.3;     4.5
16676;T001082;L008643;2014JJ00;33;324;291;    44.7;    21.6
16817;T001082;L008648;2014JJ00;377;408;31;   -60.0;    -7.1
16958;T001082;L008649;2014JJ00;393;186;-207;     4.8;   -18.6
17099;T001082;L008651;2014JJ00;;0;0;  -100.0;    29.5
17240;T001082;L008653;2014JJ00;2;28;27;   -26.2;   -24.0
17381;T001082;L008652;2014JJ00;2003;441;-1562;   -11.3;    -9.3
17522;T001082;L008650;2014JJ00;1;21;20;     9.6;   -19.4
17663;T001082;L008655;2014JJ00;31;2;-29;     9.5;   -50.8
17804;T001082;L008657;2014JJ00;490;409;-81;   -15.9;   -22.6
17945;T001082;L008658;2014JJ00;27;332;305;   129.0;   -26.1
18086;T001082;L008656;2014JJ00;0;2;2;   -67.7;   131.0
18227;T001082;L008659;2014JJ00;14;40;26;    22.1;    21.3
18368;T001082;L008660;2014JJ00;1147;248;-899;   -26.5;   -47.8
18509;T001082;L008661;2014JJ00;6;22;16;   -17.7;     8.7
18650;T001082;L008662;2014JJ00;1030;733;-297;    82.8;    -8.0
18791;T001082;L008663;2014JJ00;762;1089;327;     3.0;    11.3
18932;T001082;L008664;2014JJ00;5;22;17;   -78.6;   -12.0
19073;T001082;L008665;2014JJ00;55;83;28;     1.8;     4.6
19214;T001082;L008666;2014JJ00;85;25;-60;    27.5;    49.6
19355;T001082;L008667;2014JJ00;15;8;-7;   -54.4;   -26.7
19496;T001082;L008669;2014JJ00;6460;929;-5531;     8.3;    11.3
19637;T001082;L008668;2014JJ00;1;9;8;   108.2;    42.1
19778;T001082;L008670;2014JJ00;4;62;58;    14.9;    13.6
19919;T001082;L008671;2014JJ00;37;260;223;   -49.2;    11.3
20060;T001082;L008675;2014JJ00;0;4;4;   464.0;   -91.3
20201;T001082;L008677;2014JJ00;2;267;265;;   -32.2
20342;T001082;L008678;2014JJ00;54;32;-22;   -29.7;    -8.5
20483;T001082;L008818;2014JJ00;;8;8;;    -3.8
20624;T001082;L008680;2014JJ00;1469;2697;1228;    10.9;    -0.3
20765;T001082;L008681;2014JJ00;0;0;0;   -46.6;   -61.9
20906;T001082;L008682;2014JJ00;17;65;48;     6.7;     2.2
21047;T001082;L008684;2014JJ00;2;14;12;   -62.2;   -52.3
21188;T001082;L008685;2014JJ00;24;64;40;  1311.5;    60.5
21329;T001082;L008686;2014JJ00;0;0;0;    79.3;     7.7
21470;T001082;L008673;2014JJ00;353;807;454;     4.3;    19.2
21611;T001082;L008687;2014JJ00;68;63;-5;   -12.1;    82.0
21752;T001082;L008688;2014JJ00;19;19;-1;   251.7;    73.3
21893;T001082;L008689;2014JJ00;72;49;-23;   -15.7;    34.4
22034;T001082;L008690;2014JJ00;0;0;0;   -64.3;   -98.2
22175;T001082;L008694;2014JJ00;5;15;10;    -9.8;    25.6
22316;T001082;L008696;2014JJ00;7;15;8;  1748.6;     6.6
22457;T001082;L008697;2014JJ00;474;318;-156;    18.9;     3.5
22598;T001082;L008695;2014JJ00;12;11;-1;    -8.9;   -34.0
22739;T001082;L008698;2014JJ00;0;31;31;   -54.8;     4.2
22880;T001082;L008699;2014JJ00;3973;2635;-1338;     5.8;    -2.4
23021;T001082;L008700;2014JJ00;0;0;0;;   -76.2
23162;T001082;L008705;2014JJ00;0;0;0;   -43.5;
23303;T001082;L008703;2014JJ00;2;2;0;   -97.9;    77.5
23444;T001082;L008702;2014JJ00;0;0;0;   -58.5;    29.6
23585;T001082;L008704;2014JJ00;14878;3764;-11114;     7.7;     0.9
23726;T001082;L008708;2014JJ00;124;317;193;    -0.1;     0.3
23867;T001082;L008710;2014JJ00;347;368;21;     9.7;    17.9
24008;T001082;L008711;2014JJ00;0;0;0;   -31.4;   123.0
24149;T001082;L008712;2014JJ00;3;16;12;    56.8;   123.0
24290;T001082;L008713;2014JJ00;88;107;20;    39.6;     8.7
24431;T001082;L008714;2014JJ00;109;22;-87;    29.4;    22.1
24572;T001082;L008715;2014JJ00;238;60;-178;    17.0;    15.1
24713;T001082;L008716;2014JJ00;498;247;-250;     9.6;    43.8
24854;T001082;L008603;2014JJ00;1183;428;-755;    17.9;    15.3
24995;T001082;L008717;2014JJ00;0;0;0;   898.2;   -86.8
25136;T001082;L008718;2014JJ00;6014;9622;3608;     8.9;     4.7
25277;T001082;L008719;2014JJ00;1752;2671;919;    -3.9;     5.2
25418;T001082;L008647;2014JJ00;702;384;-318;    23.0;     1.5
25559;T001082;L008723;2014JJ00;1268;1883;615;     2.8;     6.1
25700;T001082;L008724;2014JJ00;18182;6289;-11893;   -11.8;    -7.9
25841;T001082;L008726;2014JJ00;1;26;25;    45.0;   -22.9
25982;T001082;L008792;2014JJ00;0;1;1;   -78.4;    11.3
26123;T001082;L008741;2014JJ00;0;0;0;   514.6;   -98.9
26264;T001082;L008727;2014JJ00;0;1;0;   -42.3;   -56.9
26405;T001082;L008742;2014JJ00;0;5;4;    42.1;    11.1
26546;T001082;L008728;2014JJ00;;0;0;;   -28.4
26687;T001082;L008729;2014JJ00;0;1;1;    -6.6;   -42.8
26828;T001082;L008731;2014JJ00;0;0;0;   243.0;   -16.5
26969;T001082;L008732;2014JJ00;2;31;30;     5.3;   -10.6
27110;T001082;L008733;2014JJ00;1;2;1;   -23.0;    83.1
27251;T001082;L008734;2014JJ00;3363;2516;-847;   -11.3;    11.1
27392;T001082;L008735;2014JJ00;31;650;620;     8.8;    -3.0
27533;T001082;L008736;2014JJ00;122;379;256;    27.8;    14.4
27674;T001082;L008738;2014JJ00;5;15;11;    -0.7;   -10.1
27815;T001082;L008739;2014JJ00;15;47;32;    46.2;     6.1
27956;T001082;L008740;2014JJ00;2675;3496;821;     0.3;    -6.8
28097;T001082;L008743;2014JJ00;1;32;31;   -35.9;   -15.0
28238;T001082;L008745;2014JJ00;1134;1506;372;    -6.8;     6.1
28379;T001082;L008744;2014JJ00;324;752;427;    -8.7;     9.3
28520;T001082;L008730;2014JJ00;1;1;0;   -86.1;   -40.3
28661;T001082;L008747;2014JJ00;0;7;7;225305.5;    55.4
28802;T001082;L008787;2014JJ00;1471;1770;300;     0.7;    -9.7
28943;T001082;L008788;2014JJ00;;;;  -100.0;  -100.0
29084;T001082;L008789;2014JJ00;3181;3749;568;    11.1;     6.7
29225;T001082;L008786;2014JJ00;0;14;14;    67.1;    87.1
29366;T001082;L008749;2014JJ00;6822;11989;5167;     4.1;     6.8
29507;T001082;L008750;2014JJ00;114;82;-32;    14.6;     8.3
29648;T001082;L008746;2014JJ00;24;89;65;    21.9;     5.8
29789;T001082;L008751;2014JJ00;25;206;182;    14.0;    -3.0
29930;T001082;L008752;2014JJ00;10;4;-6;   -55.1;   126.6
30071;T001082;L008790;2014JJ00;6477;7794;1316;    -3.7;     3.0
30212;T001082;L008791;2014JJ00;2118;5549;3431;    -2.7;    -1.2
30353;T001082;L008753;2014JJ00;4;47;43;    -4.7;    10.7
30494;T001082;L008755;2014JJ00;2506;2493;-13;     9.2;   -30.4
30635;T001082;L008754;2014JJ00;0;10;10;   -96.2;    32.7
30776;T001082;L008756;2014JJ00;69;106;37;   -24.8;   -21.1
30917;T001082;L008757;2014JJ00;2915;933;-1982;    16.2;     1.7
31058;T001082;L008758;2014JJ00;;2;;;   321.5
31199;T001082;L008759;2014JJ00;25;922;897;   157.2;    29.5
31340;T001082;L008760;2014JJ00;0;0;0;    27.2;   -83.2
31481;T001082;L008761;2014JJ00;0;0;0; 46059.9;    -2.4
31622;T001082;L008762;2014JJ00;140;63;-77;   -80.6;     6.4
31763;T001082;L008765;2014JJ00;279;268;-11;   -12.6;     0.8
31904;T001082;L008766;2014JJ00;2410;5067;2658;     5.8;     5.1
32045;T001082;L008767;2014JJ00;2;55;53;   -65.6;    -7.4
32186;T001082;L008768;2014JJ00;0;1;1;   -87.5;   -28.3
32327;T001082;L008769;2014JJ00;0;0;0;   637.4;  2986.1
32468;T001082;L008770;2014JJ00;91;52;-39;    16.3;    -2.8
32609;T001082;L008706;2014JJ00;699;776;76;    -9.8;   -35.1
32750;T001082;L008777;2014JJ00;756;2794;2038;   -24.3;    17.8
32891;T001082;L008776;2014JJ00;25414;36751;11337;    -7.5;     0.6
33032;T001082;L008778;2014JJ00;27258;18980;-8278;     2.4;    12.3
33173;T001082;L008779;2014JJ00;0;0;0;    16.3;   816.6
33314;T001082;L008771;2014JJ00;276;92;-184;    44.5;    21.4
33455;T001082;L008707;2014JJ00;3;91;88;    27.4;    45.9
33596;T001082;L008772;2014JJ00;0;0;0;    42.9;   -60.1
33737;T001082;L008773;2014JJ00;0;0;0;   -94.5;   221.0
33878;T001082;L008774;2014JJ00;658;408;-250;    31.4;    -7.7
34019;T001082;L008780;2014JJ00;2013;541;-1472;     6.5;    -4.4
34160;T001082;L008782;2014JJ00;0;1;1;;    20.7
34301;T001082;L008813;2014JJ00;;0;0;;     0.8
34442;T001082;L008640;2014JJ00;17;311;295;   -30.2;   227.4
34583;T001082;L008784;2014JJ00;21;38;17;   -14.0;   -26.9
34724;T001082;L008785;2014JJ00;80;18;-63;    15.6;   -30.6
34865;T001082;L008812;2014JJ00;358;413;56;   -16.4;    43.6
35006;T001082;L008822;2014JJ00;853;125;-727;    67.8;   -66.2
35147;T001082;L008820;2014JJ00;26;50;24;    -3.3;   -13.4
35288;T001082;L008821;2014JJ00;2;;-2;   542.5;  -100.0
35429;T001082;L008814;2014JJ00;4;252;248;;    28.9
35570;T001082;L008816;2014JJ00;0;1760;1760;;   -12.0
35711;T001082;L008815;2014JJ00;;4417;4417;  -100.0;   -15.7
35852;T001082;L008679;2014JJ00;;;;;
35993;T001082;L008692;2014JJ00;;;;;
36134;A018524;T001047;2014JJ00;35821;55974;20152;     1.3;     3.9
36275;A018524;L007935;2014JJ00;22098;43940;21841;;
36416;A018524;L006998;2014JJ00;13723;12034;-1689;;
36557;A018524;L007933;2014JJ00;;;;;
36698;A018524;L008519;2014JJ00;;;;;
36839;A018524;L008520;2014JJ00;;;;;
36980;A018524;L008524;2014JJ00;;;;;
37121;A018524;L008531;2014JJ00;;;;;
37262;A018524;L008527;2014JJ00;;;;;
37403;A018524;L008533;2014JJ00;1;10;9;     3.7;   -22.1
37544;A018524;L008534;2014JJ00;0;7;7;   -57.1;    16.5
37685;A018524;L008535;2014JJ00;4;191;187;   -51.5;    29.5
37826;A018524;L008536;2014JJ00;;;;;
37967;A018524;L008537;2014JJ00;;0;;;   -17.4
38108;A018524;L008538;2014JJ00;;3;3;;    13.7
38249;A018524;L008539;2014JJ00;0;121;121;;     6.4
38390;A018524;L008540;2014JJ00;;0;0;;    31.1
38531;A018524;L008532;2014JJ00;;0;0;;    -2.1
38672;A018524;L008541;2014JJ00;;2;2;;    27.4
38813;A018524;L008542;2014JJ00;760;25;-734;    -2.5;     6.3
38954;A018524;L008543;2014JJ00;0;5;5;;   -14.0
39095;A018524;L008544;2014JJ00;0;25;25;   -51.1;     5.5
39236;A018524;L008545;2014JJ00;84;247;162;     1.2;    14.3
39377;A018524;L008709;2014JJ00;221;636;415;     0.5;     2.4
39518;A018524;L008546;2014JJ00;0;18;18;   -99.7;    26.0
39659;A018524;L008547;2014JJ00;0;1;1;;     3.7
39800;A018524;L008548;2014JJ00;;25;25;  -100.0;    12.8
39941;A018524;L008549;2014JJ00;47;27;-20;    12.4;    35.2
40082;A018524;L008550;2014JJ00;0;5;5;;    44.7
40223;A018524;L008783;2014JJ00;1;57;56;   -24.1;    24.3
40364;A018524;L008552;2014JJ00;5073;6334;1261;    -1.1;     2.9
40505;A018524;L008553;2014JJ00;7;4;-3;;    17.7
40646;A018524;L008554;2014JJ00;1;66;65;   103.5;    41.9
40787;A018524;L008555;2014JJ00;0;0;0;;    -3.1
40928;A018524;L006997;2014JJ00;;;;;
41069;A018524;L008557;2014JJ00;15;2;-13;    23.8;   -14.3
41210;A018524;L008794;2014JJ00;;8;8;;     6.1
41351;A018524;L008559;2014JJ00;1;43;43;    11.6;    40.9
41492;A018524;L008560;2014JJ00;0;0;0;   267.8;   -76.8
41633;A018524;L008561;2014JJ00;;;;;
41774;A018524;L008562;2014JJ00;2504;145;-2359;    -9.3;     3.4
41915;A018524;L008564;2014JJ00;;;;;  -100.0
42056;A018524;L008565;2014JJ00;;0;;;     9.4
42197;A018524;L008566;2014JJ00;0;3;3;   -97.8;     6.0
42338;A018524;L008567;2014JJ00;36;118;83;   -26.2;     3.6
42479;A018524;L008568;2014JJ00;4;12;8;    -8.8;    41.3
42620;A018524;L008569;2014JJ00;1;0;-1;   506.0;   170.8
42761;A018524;L008570;2014JJ00;18;6;-12;   -15.5;   107.4
42902;A018524;L008645;2014JJ00;287;28;-259;    21.4;    -9.2
43043;A018524;L008571;2014JJ00;140;86;-54;   142.9;    11.9
43184;A018524;L008644;2014JJ00;0;12;12;   -11.3;    -8.3
43325;A018524;L008572;2014JJ00;;;;;  -100.0
43466;A018524;L008573;2014JJ00;;4;4;;   638.2
43607;A018524;L008817;2014JJ00;;25;25;  -100.0;    -2.6
43748;A018524;L008763;2014JJ00;;9;9;;    75.7
43889;A018524;L008574;2014JJ00;464;49;-416;    -5.2;    27.4
44030;A018524;L008575;2014JJ00;512;770;258;    -4.5;    17.9
44171;A018524;L008577;2014JJ00;;;;;
44312;A018524;L008578;2014JJ00;;;;;
44453;A018524;L008579;2014JJ00;68;17;-52;    27.3;     2.5
44594;A018524;L008580;2014JJ00;1;2;1;   -69.8;    -3.3
44735;A018524;L008581;2014JJ00;0;20;20;   -21.1;    19.2
44876;A018524;L008582;2014JJ00;1;45;44;   449.2;    -1.8
45017;A018524;L008583;2014JJ00;0;0;0;;
45158;A018524;L008584;2014JJ00;295;5;-290;    19.6;    12.8
45299;A018524;L008654;2014JJ00;2;132;130;   -72.3;    42.1
45440;A018524;L008585;2014JJ00;15;23;8;    84.9;   150.9
45581;A018524;L008586;2014JJ00;0;38;38;   -99.2;     4.2
45722;A018524;L008587;2014JJ00;7;95;89;   -20.9;    24.2
45863;A018524;L008764;2014JJ00;74;477;403;   -24.2;     2.6
46004;A018524;L008588;2014JJ00;480;1175;695;   -12.0;    -4.5
46145;A018524;L008589;2014JJ00;1;5;5;   148.8;   -31.1
46286;A018524;L008590;2014JJ00;0;2;2;   -98.7;     6.8
46427;A018524;L008591;2014JJ00;48;34;-14;    20.4;    20.7
46568;A018524;L008593;2014JJ00;208;8;-200;    16.4;     2.1
46709;A018524;L008594;2014JJ00;107;236;129;     6.5;    19.3
46850;A018524;L008595;2014JJ00;;11;;;   -19.8
46991;A018524;L008596;2014JJ00;;19;19;;    23.5
47132;A018524;L008597;2014JJ00;0;0;0;   -36.5;   -34.4
47273;A018524;L008598;2014JJ00;21;63;42;    46.3;     5.3
47414;A018524;L008599;2014JJ00;7;8;2;    -8.9;   -13.2
47555;A018524;L008601;2014JJ00;1;;-1;   -45.6;
47696;A018524;L008600;2014JJ00;34;2;-32;    28.3;    19.6
47837;A018524;L008602;2014JJ00;3;0;-3;    35.0;   -23.2
47978;A018524;L008604;2014JJ00;60;433;373;    75.3;    -2.5
48119;A018524;L008605;2014JJ00;2566;4672;2106;    -8.3;     1.0
48260;A018524;L008608;2014JJ00;0;2;2;   -37.4;
48401;A018524;L008607;2014JJ00;;;;;
48542;A018524;L008609;2014JJ00;;41;41;;    17.7
48683;A018524;L008610;2014JJ00;1;19;18;   -40.3;     6.3
48824;A018524;L008611;2014JJ00;3;12;9;;    36.9
48965;A018524;L008592;2014JJ00;7364;14815;7451;    -4.3;     0.8
49106;A018524;L008612;2014JJ00;532;66;-467;    20.5;   -28.2
49247;A018524;L008613;2014JJ00;;16;16;;    38.0
49388;A018524;L008615;2014JJ00;126;771;644;    -4.5;     2.0
49529;A018524;L008616;2014JJ00;3;;;   -10.0;
49670;A018524;L008614;2014JJ00;2;2;0;   -46.9;    22.9
49811;A018524;L008618;2014JJ00;0;3;3;;   101.0
49952;A018524;L008619;2014JJ00;34;13;-21;    13.8;    11.3
50093;A018524;L008621;2014JJ00;1;26;25;   -39.3;    -1.5
50234;A018524;L008622;2014JJ00;0;5;5;;    -7.1
50375;A018524;L008623;2014JJ00;6;6;1;    -6.1;    10.8
50516;A018524;L008624;2014JJ00;0;22;22;    94.1;   -12.1
50657;A018524;L008625;2014JJ00;;;;;
50798;A018524;L008626;2014JJ00;48;7;-40;    36.2;    -0.1
50939;A018524;L008628;2014JJ00;14;1279;1265;    18.8;    50.7
51080;A018524;L008627;2014JJ00;127;305;178;   -40.8;    -4.5
51221;A018524;L008630;2014JJ00;151;55;-95;     7.0;     4.0
51362;A018524;L008631;2014JJ00;324;49;-275;    27.4;     0.3
51503;A018524;L008632;2014JJ00;298;110;-188;    14.4;   -21.2
51644;A018524;L008634;2014JJ00;16;37;20;    -9.1;    78.3
51785;A018524;L008633;2014JJ00;0;49;49;;    19.4
51926;A018524;L008629;2014JJ00;543;741;198;    18.3;     8.6
52067;A018524;L008635;2014JJ00;153;117;-36;    -4.9;    -7.5
52208;A018524;L008636;2014JJ00;903;2217;1315;     7.0;     1.5
52349;A018524;L008637;2014JJ00;771;70;-700;    16.3;    -9.1
52490;A018524;L008638;2014JJ00;1;9;8;;    -7.4
52631;A018524;L008639;2014JJ00;27;434;407;     4.7;    19.4
52772;A018524;L008643;2014JJ00;3;61;58;   105.1;     2.1
52913;A018524;L008648;2014JJ00;10;22;12;    -0.9;    -7.2
53054;A018524;L008649;2014JJ00;70;5;-65;    26.7;   -38.4
53195;A018524;L008651;2014JJ00;;0;0;;   -96.5
53336;A018524;L008653;2014JJ00;0;5;5;   -67.7;   -10.2
53477;A018524;L008652;2014JJ00;0;128;128;   -98.1;    -5.7
53618;A018524;L008650;2014JJ00;0;2;2;   -12.6;    23.8
53759;A018524;L008655;2014JJ00;1;0;-1;   -29.0;
53900;A018524;L008657;2014JJ00;35;69;34;   -16.0;     8.8
54041;A018524;L008658;2014JJ00;3;96;93;    21.2;    -5.3
54182;A018524;L008656;2014JJ00;0;0;0;   -35.1;
54323;A018524;L008659;2014JJ00;10;12;2;   158.9;   -15.1
54464;A018524;L008660;2014JJ00;0;88;88;  3740.0;   -22.7
54605;A018524;L008661;2014JJ00;2;3;0;   -30.3;     9.7
54746;A018524;L008662;2014JJ00;130;157;26;    26.8;    11.5
54887;A018524;L008663;2014JJ00;57;79;22;    21.0;     0.5
55028;A018524;L008664;2014JJ00;0;4;4;;  2954.0
55169;A018524;L008665;2014JJ00;1;10;9;   -31.1;   -16.9
55310;A018524;L008666;2014JJ00;18;1;-16;    24.8;    58.7
55451;A018524;L008667;2014JJ00;3;1;-2;    -2.4;    12.0
55592;A018524;L008669;2014JJ00;37;168;131;   -39.7;    12.3
55733;A018524;L008668;2014JJ00;1;4;3;   147.4;    15.1
55874;A018524;L008670;2014JJ00;4;32;28;    19.3;    35.9
56015;A018524;L008671;2014JJ00;3;69;65;   -42.9;    20.6
56156;A018524;L008675;2014JJ00;;0;0;  -100.0;   -54.9
56297;A018524;L008677;2014JJ00;0;45;45;   -99.9;    17.8
56438;A018524;L008678;2014JJ00;33;3;-30;    11.9;    -6.8
56579;A018524;L008818;2014JJ00;;3;3;;    -6.8
56720;A018524;L008680;2014JJ00;113;93;-21;    -5.1;     3.0
56861;A018524;L008681;2014JJ00;0;;0;   -50.8;
57002;A018524;L008682;2014JJ00;5;9;4;    72.3;    -9.9
